trigram,freq
"('märchen', 'begonnen', 'ich')",1
"('begonnen', 'ich', 'hätte')",1
"('ich', 'hätte', 'gerne')",1
"('hätte', 'gerne', 'gesagt')",1
"('gerne', 'gesagt', 'es')",1
"('gesagt', 'es', 'war')",1
"('es', 'war', 'einmal')",1
"('war', 'einmal', 'ein')",1
"('einmal', 'ein', 'kleiner')",1
"('ein', 'kleiner', 'prinz')",1
"('kleiner', 'prinz', 'der')",1
"('prinz', 'der', 'lebte')",1
"('der', 'lebte', 'auf')",1
"('lebte', 'auf', 'einem')",1
"('einem', 'planeten', 'der')",1
"('planeten', 'der', 'war')",1
"('der', 'war', 'kaum')",1
"('größer', 'als', 'er')",1
"('als', 'er', 'selbst')",1
"('er', 'selbst', 'und')",1
"('selbst', 'und', 'er')",1
"('und', 'er', 'brauchte')",1
"('er', 'brauchte', 'einen')",1
"('brauchte', 'einen', 'freund')",1
"('einen', 'freund', 'für')",1
"('freund', 'für', 'all')",1
"('für', 'all', 'jene')",1
"('all', 'jene', 'die')",1
"('jene', 'die', 'das')",1
"('leben', 'verstehen', 'würde')",1
"('verstehen', 'würde', 'das')",1
"('würde', 'das', 'viel')",1
"('das', 'viel', 'richtiger')",1
"('viel', 'richtiger', 'klingen')",1
"('richtiger', 'klingen', 'denn')",1
"('klingen', 'denn', 'ich')",1
"('denn', 'ich', 'mag')",1
"('ich', 'mag', 'es')",1
"('mag', 'es', 'nicht')",1
"('es', 'nicht', 'wenn')",1
"('nicht', 'wenn', 'man')",1
"('wenn', 'man', 'mein')",1
"('man', 'mein', 'buch')",1
"('mein', 'buch', 'so')",1
"('buch', 'so', 'leichtfertig')",1
"('so', 'leichtfertig', 'liest')",1
"('leichtfertig', 'liest', 'es')",1
"('liest', 'es', 'betrübt')",1
"('es', 'betrübt', 'mich')",1
"('betrübt', 'mich', 'von')",1
"('mich', 'von', 'diesen')",1
"('von', 'diesen', 'erinnerungen')",1
"('diesen', 'erinnerungen', 'zu')",1
"('erinnerungen', 'zu', 'erzählen')",1
"('zu', 'erzählen', 'es')",1
"('erzählen', 'es', 'ist')",1
"('es', 'ist', 'schon')",1
"('ist', 'schon', 'sechs')",1
"('jahre', 'her', 'dass')",1
"('her', 'dass', 'mein')",1
"('dass', 'mein', 'freund')",1
"('mein', 'freund', 'mit')",1
"('freund', 'mit', 'seinem')",1
"('mit', 'seinem', 'schaf')",1
"('seinem', 'schaf', 'verschwunden')",1
"('schaf', 'verschwunden', 'ist')",1
"('verschwunden', 'ist', 'wenn')",1
"('ist', 'wenn', 'ich')",1
"('wenn', 'ich', 'versuche')",1
"('ich', 'versuche', 'ihn')",1
"('versuche', 'ihn', 'hier')",1
"('ihn', 'hier', 'zu')",1
"('hier', 'zu', 'beschreiben')",1
"('zu', 'beschreiben', 'dann')",1
"('beschreiben', 'dann', 'deswegen')",1
"('dann', 'deswegen', 'um')",1
"('deswegen', 'um', 'ihn')",1
"('um', 'ihn', 'nicht')",1
"('ihn', 'nicht', 'zu')",1
"('nicht', 'zu', 'vergessen')",1
"('zu', 'vergessen', 'es')",1
"('vergessen', 'es', 'ist')",1
"('es', 'ist', 'traurig')",1
"('ist', 'traurig', 'einen')",1
"('traurig', 'einen', 'freund')",1
"('einen', 'freund', 'zu')",1
"('freund', 'zu', 'vergessen')",1
"('zu', 'vergessen', 'nicht')",1
"('vergessen', 'nicht', 'jeder')",1
"('nicht', 'jeder', 'hatte')",1
"('jeder', 'hatte', 'schon')",1
"('hatte', 'schon', 'mal')",1
"('schon', 'mal', 'einen')",1
"('mal', 'einen', 'freund')",1
"('einen', 'freund', 'ich')",1
"('freund', 'ich', 'könnte')",1
"('ich', 'könnte', 'wie')",1
"('könnte', 'wie', 'die')",1
"('wie', 'die', 'großen')",1
"('die', 'großen', 'werden')",1
"('großen', 'werden', 'die')",1
"('werden', 'die', 'sich')",1
"('die', 'sich', 'nur')",1
"('sich', 'nur', 'noch')",1
"('nur', 'noch', 'für')",1
"('noch', 'für', 'zahlen')",1
"('für', 'zahlen', 'interessieren')",1
"('zahlen', 'interessieren', 'doch')",1
"('interessieren', 'doch', 'deswegen')",1
"('doch', 'deswegen', 'habe')",1
"('deswegen', 'habe', 'ich')",1
"('habe', 'ich', 'mir')",1
"('ich', 'mir', 'ja')",1
"('mir', 'ja', 'den')",1
"('ja', 'den', 'farbkasten')",1
"('den', 'farbkasten', 'und')",1
"('farbkasten', 'und', 'die')",1
"('und', 'die', 'stifte')",1
"('die', 'stifte', 'gekauft')",1
"('stifte', 'gekauft', 'es')",1
"('gekauft', 'es', 'ist')",1
"('es', 'ist', 'schwierig')",1
"('ist', 'schwierig', 'in')",1
"('schwierig', 'in', 'meinem')",1
"('in', 'meinem', 'alter')",1
"('meinem', 'alter', 'wieder')",1
"('alter', 'wieder', 'mit')",1
"('wieder', 'mit', 'dem')",1
"('mit', 'dem', 'zeichnen')",1
"('dem', 'zeichnen', 'anzufangen')",1
"('zeichnen', 'anzufangen', 'wenn')",1
"('anzufangen', 'wenn', 'man')",1
"('wenn', 'man', 'nie')",1
"('man', 'nie', 'etwas')",1
"('nie', 'etwas', 'anderes')",1
"('etwas', 'anderes', 'versucht')",1
"('anderes', 'versucht', 'hat')",1
"('versucht', 'hat', 'als')",1
"('hat', 'als', 'mit')",1
"('als', 'mit', 'sechs')",1
"('jahren', 'eine', 'geschlossene')",1
"('eine', 'geschlossene', 'und')",1
"('geschlossene', 'und', 'eine')",1
"('und', 'eine', 'offene')",1
"('eine', 'offene', 'riesenschlange')",1
"('offene', 'riesenschlange', 'zu')",1
"('riesenschlange', 'zu', 'malen')",1
"('zu', 'malen', 'ich')",1
"('malen', 'ich', 'werde')",1
"('ich', 'werde', 'natürlich')",1
"('werde', 'natürlich', 'versuchen')",1
"('natürlich', 'versuchen', 'die')",1
"('versuchen', 'die', 'abbildungen')",1
"('die', 'abbildungen', 'möglichst')",1
"('abbildungen', 'möglichst', 'wahrheitsgetreu')",1
"('möglichst', 'wahrheitsgetreu', 'zu')",1
"('wahrheitsgetreu', 'zu', 'zeichnen')",1
"('zu', 'zeichnen', 'aber')",1
"('zeichnen', 'aber', 'ich')",1
"('bin', 'nicht', 'sicher')",1
"('nicht', 'sicher', 'ob')",1
"('sicher', 'ob', 'ich')",1
"('ob', 'ich', 'es')",1
"('ich', 'es', 'schaffe')",1
"('es', 'schaffe', 'das')",1
"('schaffe', 'das', 'eine')",1
"('das', 'eine', 'bild')",1
"('eine', 'bild', 'gelingt')",1
"('bild', 'gelingt', 'das')",1
"('gelingt', 'das', 'andere')",1
"('das', 'andere', 'hat')",1
"('andere', 'hat', 'schon')",1
"('hat', 'schon', 'keine')",1
"('schon', 'keine', 'ähnlichkeit')",1
"('keine', 'ähnlichkeit', 'mehr')",1
"('ähnlichkeit', 'mehr', 'auch')",1
"('mehr', 'auch', 'mit')",1
"('auch', 'mit', 'der')",1
"('mit', 'der', 'größe')",1
"('der', 'größe', 'liege')",1
"('größe', 'liege', 'ich')",1
"('liege', 'ich', 'ein')",1
"('ein', 'bisschen', 'falsch')",1
"('bisschen', 'falsch', 'hier')",1
"('falsch', 'hier', 'ist')",1
"('prinz', 'zu', 'groß')",1
"('zu', 'groß', 'da')",1
"('groß', 'da', 'ist')",1
"('da', 'ist', 'er')",1
"('ist', 'er', 'zu')",1
"('er', 'zu', 'klein')",1
"('zu', 'klein', 'auch')",1
"('klein', 'auch', 'zögere')",1
"('auch', 'zögere', 'ich')",1
"('zögere', 'ich', 'bei')",1
"('ich', 'bei', 'der')",1
"('bei', 'der', 'farbe')",1
"('der', 'farbe', 'seiner')",1
"('farbe', 'seiner', 'kleidung')",1
"('seiner', 'kleidung', 'ich')",1
"('kleidung', 'ich', 'versuche')",1
"('ich', 'versuche', 'es')",1
"('versuche', 'es', 'mal')",1
"('es', 'mal', 'so')",1
"('mal', 'so', 'und')",1
"('so', 'und', 'mal')",1
"('und', 'mal', 'so')",1
"('mal', 'so', 'eben')",1
"('so', 'eben', 'so')",1
"('eben', 'so', 'gut')",1
"('so', 'gut', 'es')",1
"('gut', 'es', 'geht')",1
"('es', 'geht', 'ich')",1
"('geht', 'ich', 'werde')",1
"('ich', 'werde', 'mich')",1
"('werde', 'mich', 'bestimmt')",1
"('mich', 'bestimmt', 'bei')",1
"('bestimmt', 'bei', 'einigen')",1
"('bei', 'einigen', 'viel')",1
"('einigen', 'viel', 'wichtigeren')",1
"('viel', 'wichtigeren', 'details')",1
"('wichtigeren', 'details', 'täuschen')",1
"('details', 'täuschen', 'aber')",1
"('täuschen', 'aber', 'das')",1
"('aber', 'das', 'muss')",1
"('das', 'muss', 'man')",1
"('muss', 'man', 'mir')",1
"('man', 'mir', 'nachsehen')",1
"('mir', 'nachsehen', 'mein')",1
"('nachsehen', 'mein', 'freund')",1
"('mein', 'freund', 'gab')",1
"('freund', 'gab', 'mir')",1
"('gab', 'mir', 'nie')",1
"('mir', 'nie', 'irgendwelche')",1
"('nie', 'irgendwelche', 'erklärungen')",1
"('irgendwelche', 'erklärungen', 'er')",1
"('erklärungen', 'er', 'glaubte')",1
"('er', 'glaubte', 'vielleicht')",1
"('glaubte', 'vielleicht', 'ich')",1
"('vielleicht', 'ich', 'sei')",1
"('ich', 'sei', 'ihm')",1
"('sei', 'ihm', 'ähnlich')",1
"('ihm', 'ähnlich', 'aber')",1
"('ähnlich', 'aber', 'ich')",1
"('weiß', 'nicht', 'wie')",1
"('nicht', 'wie', 'man')",1
"('wie', 'man', 'durch')",1
"('man', 'durch', 'kistenbretter')",1
"('durch', 'kistenbretter', 'hindurch')",1
"('kistenbretter', 'hindurch', 'schafe')",1
"('hindurch', 'schafe', 'sieht')",1
"('schafe', 'sieht', 'vielleicht')",1
"('sieht', 'vielleicht', 'bin')",1
"('vielleicht', 'bin', 'ich')",1
"('bin', 'ich', 'doch')",1
"('ich', 'doch', 'schon')",1
"('doch', 'schon', 'ein')",1
"('bisschen', 'wie', 'die')",1
"('erwachsenen', 'ich', 'muss')",1
"('ich', 'muss', 'älter')",1
"('muss', 'älter', 'geworden')",1
"('älter', 'geworden', 'sein')",1
"('geworden', 'sein', 'jeden')",1
"('sein', 'jeden', 'tag')",1
"('jeden', 'tag', 'lernte')",1
"('tag', 'lernte', 'ich')",1
"('lernte', 'ich', 'etwas')",1
"('ich', 'etwas', 'über')",1
"('etwas', 'über', 'den')",1
"('über', 'den', 'planeten')",1
"('den', 'planeten', 'über')",1
"('planeten', 'über', 'den')",1
"('über', 'den', 'abschied')",1
"('den', 'abschied', 'über')",1
"('abschied', 'über', 'die')",1
"('über', 'die', 'reise')",1
"('die', 'reise', 'das')",1
"('reise', 'das', 'kam')",1
"('das', 'kam', 'nach')",1
"('kam', 'nach', 'und')",1
"('und', 'nach', 'durch')",1
"('nach', 'durch', 'zufällige')",1
"('durch', 'zufällige', 'überlegungen')",1
"('zufällige', 'überlegungen', 'auf')",1
"('überlegungen', 'auf', 'diese')",1
"('auf', 'diese', 'weise')",1
"('diese', 'weise', 'erfuhr')",1
"('weise', 'erfuhr', 'ich')",1
"('ich', 'am', 'dritten')",1
"('am', 'dritten', 'tag')",1
"('dritten', 'tag', 'von')",1
"('tag', 'von', 'der')",1
"('von', 'der', 'tragödie')",1
"('der', 'tragödie', 'mit')",1
"('tragödie', 'mit', 'den')",1
"('den', 'affenbrotbäumen', 'auch')",1
"('affenbrotbäumen', 'auch', 'das')",1
"('auch', 'das', 'geschah')",1
"('das', 'geschah', 'dank')",1
"('geschah', 'dank', 'eines')",1
"('dank', 'eines', 'schafs')",1
"('eines', 'schafs', 'denn')",1
"('schafs', 'denn', 'plötzlich')",1
"('denn', 'plötzlich', 'fragte')",1
"('plötzlich', 'fragte', 'mich')",1
"('fragte', 'mich', 'der')",1
"('mich', 'der', 'kleine')",1
"('kleine', 'prinz', 'wie')",1
"('prinz', 'wie', 'von')",1
"('wie', 'von', 'einem')",1
"('von', 'einem', 'schlimmen')",1
"('einem', 'schlimmen', 'zweifel')",1
"('schlimmen', 'zweifel', 'überkommen')",1
"('zweifel', 'überkommen', 'es')",1
"('überkommen', 'es', 'ist')",1
"('es', 'ist', 'doch')",1
"('ist', 'doch', 'wahr')",1
"('doch', 'wahr', 'dass')",1
"('wahr', 'dass', 'schafe')",1
"('sträucher', 'fressen', 'oder')",1
"('fressen', 'oder', 'ja')",1
"('oder', 'ja', 'das')",1
"('ja', 'das', 'ist')",1
"('das', 'ist', 'wahr')",1
"('ist', 'wahr', 'ah')",1
"('wahr', 'ah', 'da')",1
"('ah', 'da', 'bin')",1
"('da', 'bin', 'ich')",1
"('bin', 'ich', 'froh')",1
"('ich', 'froh', 'ich')",1
"('froh', 'ich', 'verstand')",1
"('ich', 'verstand', 'nicht')",1
"('verstand', 'nicht', 'warum')",1
"('nicht', 'warum', 'es')",1
"('warum', 'es', 'so')",1
"('es', 'so', 'wichtig')",1
"('so', 'wichtig', 'war')",1
"('wichtig', 'war', 'dass')",1
"('war', 'dass', 'schafe')",1
"('sträucher', 'fressen', 'aber')",1
"('fressen', 'aber', 'der')",1
"('kleine', 'prinz', 'fügte')",1
"('prinz', 'fügte', 'hinzu')",1
"('fügte', 'hinzu', 'also')",1
"('hinzu', 'also', 'fressen')",1
"('also', 'fressen', 'sie')",1
"('fressen', 'sie', 'auch')",1
"('sie', 'auch', 'affenbrotbäume')",1
"('auch', 'affenbrotbäume', 'ich')",1
"('affenbrotbäume', 'ich', 'wies')",1
"('ich', 'wies', 'den')",1
"('wies', 'den', 'kleinen')",1
"('prinzen', 'darauf', 'hin')",1
"('darauf', 'hin', 'dass')",1
"('hin', 'dass', 'affenbrotbäume')",1
"('dass', 'affenbrotbäume', 'keine')",1
"('affenbrotbäume', 'keine', 'sträucher')",1
"('keine', 'sträucher', 'seien')",1
"('sträucher', 'seien', 'sondern')",1
"('seien', 'sondern', 'bäume')",1
"('sondern', 'bäume', 'so')",1
"('bäume', 'so', 'groß')",1
"('so', 'groß', 'wie')",1
"('groß', 'wie', 'kirchen')",1
"('wie', 'kirchen', 'und')",1
"('kirchen', 'und', 'selbst')",1
"('und', 'selbst', 'wenn')",1
"('wenn', 'er', 'sich')",1
"('er', 'sich', 'eine')",1
"('sich', 'eine', 'ganze')",1
"('eine', 'ganze', 'herde')",1
"('ganze', 'herde', 'elefanten')",1
"('herde', 'elefanten', 'mitnehmen')",1
"('elefanten', 'mitnehmen', 'würde')",1
"('mitnehmen', 'würde', 'so')",1
"('würde', 'so', 'würde')",1
"('so', 'würde', 'die')",1
"('würde', 'die', 'herde')",1
"('die', 'herde', 'nicht')",1
"('herde', 'nicht', 'an')",1
"('nicht', 'an', 'einen')",1
"('an', 'einen', 'einzigen')",1
"('einen', 'einzigen', 'affenbrotbaum')",1
"('einzigen', 'affenbrotbaum', 'heranreichen')",1
"('affenbrotbaum', 'heranreichen', 'über')",1
"('heranreichen', 'über', 'die')",1
"('über', 'die', 'idee')",1
"('die', 'idee', 'mit')",1
"('idee', 'mit', 'den')",1
"('mit', 'den', 'elefanten')",1
"('den', 'elefanten', 'musste')",1
"('elefanten', 'musste', 'der')",1
"('musste', 'der', 'kleine')",1
"('kleine', 'prinz', 'lachen')",1
"('prinz', 'lachen', 'man')",1
"('lachen', 'man', 'müsste')",1
"('man', 'müsste', 'sie')",1
"('müsste', 'sie', 'übereinander')",1
"('sie', 'übereinander', 'stapeln')",1
"('übereinander', 'stapeln', 'aber')",1
"('stapeln', 'aber', 'dann')",1
"('aber', 'dann', 'bemerkte')",1
"('dann', 'bemerkte', 'er')",1
"('bemerkte', 'er', 'weise')",1
"('er', 'weise', 'bevor')",1
"('weise', 'bevor', 'die')",1
"('bevor', 'die', 'affenbrotbäume')",1
"('die', 'affenbrotbäume', 'wachsen')",1
"('affenbrotbäume', 'wachsen', 'sind')",1
"('wachsen', 'sind', 'sie')",1
"('sind', 'sie', 'doch')",1
"('sie', 'doch', 'erst')",1
"('doch', 'erst', 'klein')",1
"('erst', 'klein', 'das')",1
"('klein', 'das', 'stimmt')",1
"('das', 'stimmt', 'aber')",1
"('stimmt', 'aber', 'warum')",1
"('aber', 'warum', 'möchtest')",1
"('warum', 'möchtest', 'du')",1
"('möchtest', 'du', 'dass')",1
"('du', 'dass', 'deine')",1
"('dass', 'deine', 'schafe')",1
"('deine', 'schafe', 'die')",1
"('schafe', 'die', 'kleinen')",1
"('die', 'kleinen', 'affenbrotbäume')",1
"('kleinen', 'affenbrotbäume', 'fressen')",1
"('affenbrotbäume', 'fressen', 'er')",1
"('fressen', 'er', 'antwortete')",1
"('er', 'antwortete', 'schon')",1
"('antwortete', 'schon', 'gut')",1
"('schon', 'gut', 'wir')",1
"('gut', 'wir', 'werden')",1
"('wir', 'werden', 'ja')",1
"('werden', 'ja', 'sehen')",1
"('ja', 'sehen', 'als')",1
"('sehen', 'als', 'ginge')",1
"('als', 'ginge', 'es')",1
"('ginge', 'es', 'um')",1
"('es', 'um', 'eine')",1
"('um', 'eine', 'selbstverständlichkeit')",1
"('eine', 'selbstverständlichkeit', 'und')",1
"('selbstverständlichkeit', 'und', 'es')",1
"('und', 'es', 'kostete')",1
"('es', 'kostete', 'mich')",1
"('kostete', 'mich', 'ganz')",1
"('mich', 'ganz', 'schön')",1
"('ganz', 'schön', 'viel')",1
"('schön', 'viel', 'intelligenz')",1
"('viel', 'intelligenz', 'um')",1
"('intelligenz', 'um', 'dieses')",1
"('um', 'dieses', 'problem')",1
"('dieses', 'problem', 'allein')",1
"('problem', 'allein', 'zu')",1
"('allein', 'zu', 'verstehen')",1
"('zu', 'verstehen', 'es')",1
"('verstehen', 'es', 'gab')",1
"('gab', 'auf', 'dem')",1
"('prinzen', 'wie', 'auf')",1
"('wie', 'auf', 'jedem')",1
"('auf', 'jedem', 'planeten')",1
"('jedem', 'planeten', 'natürlich')",1
"('planeten', 'natürlich', 'gute')",1
"('natürlich', 'gute', 'und')",1
"('gute', 'und', 'schlechte')",1
"('und', 'schlechte', 'pflanzen')",1
"('schlechte', 'pflanzen', 'daher')",1
"('pflanzen', 'daher', 'gab')",1
"('daher', 'gab', 'es')",1
"('gab', 'es', 'auch')",1
"('es', 'auch', 'gute')",1
"('auch', 'gute', 'samen')",1
"('gute', 'samen', 'von')",1
"('samen', 'von', 'guten')",1
"('von', 'guten', 'pflanzen')",1
"('guten', 'pflanzen', 'und')",1
"('pflanzen', 'und', 'schlechte')",1
"('und', 'schlechte', 'samen')",1
"('schlechte', 'samen', 'von')",1
"('samen', 'von', 'schlechten')",1
"('von', 'schlechten', 'pflanzen')",1
"('schlechten', 'pflanzen', 'aber')",1
"('pflanzen', 'aber', 'samen')",1
"('aber', 'samen', 'sind')",1
"('samen', 'sind', 'unsichtbar')",1
"('sind', 'unsichtbar', 'sie')",1
"('unsichtbar', 'sie', 'schlafen')",1
"('sie', 'schlafen', 'verborgen')",1
"('schlafen', 'verborgen', 'in')",1
"('verborgen', 'in', 'der')",1
"('der', 'erde', 'bis')",1
"('erde', 'bis', 'aus')",1
"('bis', 'aus', 'einer')",1
"('aus', 'einer', 'laune')",1
"('einer', 'laune', 'heraus')",1
"('laune', 'heraus', 'ein')",1
"('heraus', 'ein', 'korn')",1
"('ein', 'korn', 'erwacht')",1
"('korn', 'erwacht', 'es')",1
"('erwacht', 'es', 'reckt')",1
"('es', 'reckt', 'sich')",1
"('reckt', 'sich', 'und')",1
"('sich', 'und', 'schiebt')",1
"('und', 'schiebt', 'ganz')",1
"('schiebt', 'ganz', 'schüchtern')",1
"('ganz', 'schüchtern', 'noch')",1
"('schüchtern', 'noch', 'einen')",1
"('noch', 'einen', 'entzückenden')",1
"('einen', 'entzückenden', 'kleinen')",1
"('entzückenden', 'kleinen', 'ganz')",1
"('kleinen', 'ganz', 'harmlosen')",1
"('ganz', 'harmlosen', 'halm')",1
"('harmlosen', 'halm', 'der')",1
"('halm', 'der', 'sonne')",1
"('der', 'sonne', 'entgegen')",1
"('sonne', 'entgegen', 'handelt')",1
"('entgegen', 'handelt', 'es')",1
"('um', 'den', 'trieb')",1
"('den', 'trieb', 'eines')",1
"('trieb', 'eines', 'radieschens')",1
"('eines', 'radieschens', 'oder')",1
"('radieschens', 'oder', 'einer')",1
"('oder', 'einer', 'rose')",1
"('einer', 'rose', 'dann')",1
"('rose', 'dann', 'kann')",1
"('dann', 'kann', 'man')",1
"('kann', 'man', 'ihn')",1
"('man', 'ihn', 'so')",1
"('ihn', 'so', 'wachsen')",1
"('so', 'wachsen', 'lassen')",1
"('wachsen', 'lassen', 'wie')",1
"('lassen', 'wie', 'es')",1
"('wie', 'es', 'ihm')",1
"('es', 'ihm', 'gefällt')",1
"('ihm', 'gefällt', 'aber')",1
"('gefällt', 'aber', 'wenn')",1
"('sich', 'um', 'unkraut')",1
"('um', 'unkraut', 'handelt')",1
"('unkraut', 'handelt', 'dann')",1
"('handelt', 'dann', 'muss')",1
"('muss', 'man', 'die')",1
"('man', 'die', 'pflanze')",1
"('die', 'pflanze', 'umgehend')",1
"('pflanze', 'umgehend', 'herausreißen')",1
"('umgehend', 'herausreißen', 'sobald')",1
"('herausreißen', 'sobald', 'man')",1
"('man', 'sie', 'entdeckt')",1
"('sie', 'entdeckt', 'hat')",1
"('entdeckt', 'hat', 'nun')",1
"('hat', 'nun', 'gab')",1
"('nun', 'gab', 'es')",1
"('gab', 'es', 'schreckliche')",1
"('es', 'schreckliche', 'samenkörner')",1
"('schreckliche', 'samenkörner', 'auf')",1
"('samenkörner', 'auf', 'dem')",1
"('kleinen', 'prinzen', 'es')",1
"('prinzen', 'es', 'waren')",1
"('es', 'waren', 'die')",1
"('waren', 'die', 'samen')",1
"('die', 'samen', 'der')",1
"('samen', 'der', 'affenbrotbäume')",1
"('der', 'affenbrotbäume', 'der')",1
"('affenbrotbäume', 'der', 'boden')",1
"('der', 'boden', 'des')",1
"('boden', 'des', 'planeten')",1
"('des', 'planeten', 'war')",1
"('planeten', 'war', 'davon')",1
"('war', 'davon', 'übersät')",1
"('davon', 'übersät', 'so')",1
"('übersät', 'so', 'einen')",1
"('so', 'einen', 'affenbrotbaum')",1
"('einen', 'affenbrotbaum', 'wird')",1
"('affenbrotbaum', 'wird', 'man')",1
"('wird', 'man', 'nicht')",1
"('nicht', 'mehr', 'los')",1
"('mehr', 'los', 'wenn')",1
"('los', 'wenn', 'man')",1
"('man', 'sich', 'zu')",1
"('sich', 'zu', 'spät')",1
"('zu', 'spät', 'darum')",1
"('spät', 'darum', 'kümmert')",1
"('darum', 'kümmert', 'er')",1
"('kümmert', 'er', 'befällt')",1
"('er', 'befällt', 'den')",1
"('befällt', 'den', 'ganzen')",1
"('ganzen', 'planeten', 'er')",1
"('planeten', 'er', 'durchbohrt')",1
"('er', 'durchbohrt', 'ihn')",1
"('durchbohrt', 'ihn', 'mit')",1
"('ihn', 'mit', 'seinen')",1
"('mit', 'seinen', 'wurzeln')",1
"('seinen', 'wurzeln', 'und')",1
"('wurzeln', 'und', 'wenn')",1
"('wenn', 'der', 'planet')",1
"('der', 'planet', 'zu')",1
"('planet', 'zu', 'klein')",1
"('zu', 'klein', 'ist')",1
"('klein', 'ist', 'und')",1
"('ist', 'und', 'die')",1
"('und', 'die', 'affenbrotbäume')",1
"('die', 'affenbrotbäume', 'zu')",1
"('affenbrotbäume', 'zu', 'zahlreich')",1
"('zu', 'zahlreich', 'werden')",1
"('zahlreich', 'werden', 'dann')",1
"('werden', 'dann', 'sprengen')",1
"('dann', 'sprengen', 'sie')",1
"('sprengen', 'sie', 'ihn')",1
"('sie', 'ihn', 'das')",1
"('ihn', 'das', 'ist')",1
"('ist', 'eine', 'frage')",1
"('eine', 'frage', 'der')",1
"('frage', 'der', 'disziplin')",1
"('der', 'disziplin', 'sagte')",1
"('disziplin', 'sagte', 'mir')",1
"('sagte', 'mir', 'später')",1
"('mir', 'später', 'der')",1
"('später', 'der', 'kleine')",1
"('kleine', 'prinz', 'wenn')",1
"('prinz', 'wenn', 'man')",1
"('wenn', 'man', 'morgens')",1
"('man', 'morgens', 'aus')",1
"('aus', 'dem', 'bad')",1
"('dem', 'bad', 'kommt')",1
"('bad', 'kommt', 'dann')",1
"('kommt', 'dann', 'muss')",1
"('muss', 'man', 'auch')",1
"('man', 'auch', 'den')",1
"('auch', 'den', 'planeten')",1
"('den', 'planeten', 'säubern')",1
"('planeten', 'säubern', 'man')",1
"('säubern', 'man', 'muss')",1
"('man', 'muss', 'sich')",1
"('muss', 'sich', 'dazu')",1
"('sich', 'dazu', 'zwingen')",1
"('dazu', 'zwingen', 'die')",1
"('zwingen', 'die', 'affenbrotbäume')",1
"('die', 'affenbrotbäume', 'regelmäßig')",1
"('affenbrotbäume', 'regelmäßig', 'herauszureißen')",1
"('regelmäßig', 'herauszureißen', 'sobald')",1
"('herauszureißen', 'sobald', 'man')",1
"('man', 'sie', 'von')",1
"('sie', 'von', 'den')",1
"('von', 'den', 'rosen')",1
"('den', 'rosen', 'unterscheiden')",1
"('rosen', 'unterscheiden', 'kann')",1
"('unterscheiden', 'kann', 'denen')",1
"('kann', 'denen', 'sie')",1
"('denen', 'sie', 'in')",1
"('sie', 'in', 'jungem')",1
"('in', 'jungem', 'alter')",1
"('jungem', 'alter', 'sehr')",1
"('alter', 'sehr', 'ähneln')",1
"('sehr', 'ähneln', 'es')",1
"('ähneln', 'es', 'ist')",1
"('es', 'ist', 'eine')",1
"('ist', 'eine', 'nervige')",1
"('eine', 'nervige', 'aber')",1
"('nervige', 'aber', 'ziemlich')",1
"('aber', 'ziemlich', 'einfache')",1
"('ziemlich', 'einfache', 'arbeit')",1
"('einfache', 'arbeit', 'und')",1
"('arbeit', 'und', 'eines')",1
"('und', 'eines', 'tages')",1
"('eines', 'tages', 'riet')",1
"('tages', 'riet', 'er')",1
"('riet', 'er', 'mir')",1
"('er', 'mir', 'mich')",1
"('mir', 'mich', 'doch')",1
"('mich', 'doch', 'zu')",1
"('doch', 'zu', 'bemühen')",1
"('zu', 'bemühen', 'eine')",1
"('bemühen', 'eine', 'schöne')",1
"('eine', 'schöne', 'zeichnung')",1
"('schöne', 'zeichnung', 'zu')",1
"('zeichnung', 'zu', 'stande')",1
"('zu', 'stande', 'zu')",1
"('stande', 'zu', 'bringen')",1
"('zu', 'bringen', 'damit')",1
"('bringen', 'damit', 'die')",1
"('damit', 'die', 'kinder')",1
"('die', 'kinder', 'bei')",1
"('kinder', 'bei', 'mir')",1
"('mir', 'zuhause', 'es')",1
"('zuhause', 'es', 'sich')",1
"('es', 'sich', 'einprägten')",1
"('sich', 'einprägten', 'wenn')",1
"('einprägten', 'wenn', 'sie')",1
"('wenn', 'sie', 'eines')",1
"('sie', 'eines', 'tages')",1
"('eines', 'tages', 'reisen')",1
"('tages', 'reisen', 'sagte')",1
"('reisen', 'sagte', 'er')",1
"('sagte', 'er', 'mir')",1
"('er', 'mir', 'kann')",1
"('mir', 'kann', 'ihnen')",1
"('kann', 'ihnen', 'das')",1
"('ihnen', 'das', 'helfen')",1
"('das', 'helfen', 'manchmal')",1
"('helfen', 'manchmal', 'passiert')",1
"('manchmal', 'passiert', 'nichts')",1
"('passiert', 'nichts', 'schlimmes')",1
"('nichts', 'schlimmes', 'wenn')",1
"('schlimmes', 'wenn', 'man')",1
"('wenn', 'man', 'eine')",1
"('man', 'eine', 'pflicht')",1
"('eine', 'pflicht', 'erst')",1
"('pflicht', 'erst', 'später')",1
"('erst', 'später', 'erledigt')",1
"('später', 'erledigt', 'aber')",1
"('erledigt', 'aber', 'wenn')",1
"('sich', 'um', 'affenbrotbäume')",1
"('um', 'affenbrotbäume', 'handelt')",1
"('affenbrotbäume', 'handelt', 'dann')",1
"('handelt', 'dann', 'ist')",1
"('ist', 'es', 'immer')",1
