trigram,freq
"('fünfhundert', 'millionen', 'sternen')",1
"('millionen', 'sternen', 'fünfhunderteine')",1
"('sternen', 'fünfhunderteine', 'million')",1
"('fünfhunderteine', 'million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig')",1
"('million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich')",1
"('sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich', 'bin')",1
"('sache', 'ich', 'bin')",1
"('ich', 'bin', 'exakt')",1
"('bin', 'exakt', 'und')",1
"('exakt', 'und', 'was')",1
"('du', 'mit', 'diesen')",1
"('mit', 'diesen', 'sternen')",1
"('diesen', 'sternen', 'was')",1
"('sternen', 'was', 'ich')",1
"('was', 'ich', 'damit')",1
"('ich', 'damit', 'mache')",1
"('damit', 'mache', 'ja')",1
"('mache', 'ja', 'nichts')",1
"('ja', 'nichts', 'ich')",1
"('nichts', 'ich', 'besitze')",1
"('ich', 'besitze', 'sie')",1
"('besitze', 'sie', 'du')",1
"('sie', 'du', 'besitzt')",1
"('du', 'besitzt', 'die')",1
"('besitzt', 'die', 'sterne')",1
"('sterne', 'ja', 'aber')",1
"('ja', 'aber', 'ich')",1
"('ich', 'habe', 'schon')",1
"('habe', 'schon', 'einen')",1
"('schon', 'einen', 'könig')",1
"('einen', 'könig', 'getroffen')",1
"('könig', 'getroffen', 'der')",1
"('getroffen', 'der', 'könige')",1
"('der', 'könige', 'besitzen')",1
"('könige', 'besitzen', 'nichts')",1
"('besitzen', 'nichts', 'sie')",1
"('nichts', 'sie', 'regieren')",1
"('sie', 'regieren', 'über')",1
"('regieren', 'über', 'das')",1
"('über', 'das', 'ist')",1
"('das', 'ist', 'etwas')",1
"('ist', 'etwas', 'ganz')",1
"('etwas', 'ganz', 'anderes')",1
"('ganz', 'anderes', 'und')",1
"('anderes', 'und', 'was')",1
"('es', 'dir', 'sterne')",1
"('dir', 'sterne', 'zu')",1
"('sterne', 'zu', 'besitzen')",1
"('zu', 'besitzen', 'dadurch')",1
"('besitzen', 'dadurch', 'bin')",1
"('dadurch', 'bin', 'ich')",1
"('bin', 'ich', 'reich')",1
"('ich', 'reich', 'und')",1
"('reich', 'und', 'was')",1
"('es', 'dir', 'reich')",1
"('dir', 'reich', 'zu')",1
"('reich', 'zu', 'sein')",1
"('zu', 'sein', 'so')",1
"('sein', 'so', 'kann')",1
"('so', 'kann', 'ich')",1
"('kann', 'ich', 'andere')",1
"('ich', 'andere', 'sterne')",1
"('andere', 'sterne', 'kaufen')",1
"('sterne', 'kaufen', 'wen')",1
"('kaufen', 'wen', 'jemand')",1
"('wen', 'jemand', 'welche')",1
"('jemand', 'welche', 'findet')",1
"('welche', 'findet', 'dieser')",1
"('findet', 'dieser', 'typ')",1
"('dieser', 'typ', 'sagte')",1
"('typ', 'sagte', 'sich')",1
"('prinz', 'er', 'denkt')",1
"('er', 'denkt', 'ein')",1
"('denkt', 'ein', 'bisschen')",1
"('bisschen', 'so', 'wie')",1
"('so', 'wie', 'mein')",1
"('wie', 'mein', 'säufer')",1
"('mein', 'säufer', 'dennoch')",1
"('säufer', 'dennoch', 'stellte')",1
"('dennoch', 'stellte', 'er')",1
"('stellte', 'er', 'weitere')",1
"('er', 'weitere', 'fragen')",1
"('weitere', 'fragen', 'wie')",1
"('fragen', 'wie', 'kann')",1
"('wie', 'kann', 'man')",1
"('kann', 'man', 'denn')",1
"('man', 'denn', 'sterne')",1
"('denn', 'sterne', 'besitzen')",1
"('sterne', 'besitzen', 'wem')",1
"('besitzen', 'wem', 'gehören')",1
"('wem', 'gehören', 'sie')",1
"('gehören', 'sie', 'denn')",1
"('sie', 'denn', 'gab')",1
"('denn', 'gab', 'der')",1
"('gab', 'der', 'geschäftsmann')",1
"('der', 'geschäftsmann', 'mürrisch')",1
"('geschäftsmann', 'mürrisch', 'zurück')",1
"('mürrisch', 'zurück', 'ich')",1
"('zurück', 'ich', 'weiß')",1
"('weiß', 'nicht', 'niemandem')",1
"('nicht', 'niemandem', 'na')",1
"('niemandem', 'na', 'dann')",1
"('na', 'dann', 'gehören')",1
"('dann', 'gehören', 'sie')",1
"('gehören', 'sie', 'mir')",1
"('sie', 'mir', 'denn')",1
"('mir', 'denn', 'ich')",1
"('denn', 'ich', 'habe')",1
"('ich', 'habe', 'als')",1
"('habe', 'als', 'erster')",1
"('als', 'erster', 'daran')",1
"('erster', 'daran', 'gedacht')",1
"('daran', 'gedacht', 'das')",1
"('gedacht', 'das', 'reicht')",1
"('das', 'reicht', 'aus')",1
"('reicht', 'aus', 'sicher')",1
"('aus', 'sicher', 'wenn')",1
"('sicher', 'wenn', 'du')",1
"('du', 'einen', 'diamanten')",1
"('einen', 'diamanten', 'findest')",1
"('diamanten', 'findest', 'der')",1
"('findest', 'der', 'niemandem')",1
"('der', 'niemandem', 'gehört')",1
"('so', 'gehört', 'er')",1
"('gehört', 'er', 'dir')",1
"('er', 'dir', 'wenn')",1
"('du', 'eine', 'insel')",1
"('eine', 'insel', 'findest')",1
"('insel', 'findest', 'die')",1
"('findest', 'die', 'niemandem')",1
"('die', 'niemandem', 'gehört')",1
"('so', 'gehört', 'sie')",1
"('gehört', 'sie', 'dir')",1
"('sie', 'dir', 'wenn')",1
"('wenn', 'du', 'als')",1
"('du', 'als', 'erster')",1
"('als', 'erster', 'eine')",1
"('erster', 'eine', 'idee')",1
"('eine', 'idee', 'hast')",1
"('idee', 'hast', 'lässt')",1
"('hast', 'lässt', 'du')",1
"('lässt', 'du', 'sie')",1
"('du', 'sie', 'patentieren')",1
"('sie', 'patentieren', 'sie')",1
"('patentieren', 'sie', 'gehört')",1
"('sie', 'gehört', 'dir')",1
"('gehört', 'dir', 'und')",1
"('dir', 'und', 'mir')",1
"('und', 'mir', 'gehören')",1
"('mir', 'gehören', 'die')",1
"('gehören', 'die', 'sterne')",1
"('die', 'sterne', 'denn')",1
"('sterne', 'denn', 'niemand')",1
"('denn', 'niemand', 'vor')",1
"('niemand', 'vor', 'mir')",1
"('vor', 'mir', 'hat')",1
"('mir', 'hat', 'sich')",1
"('hat', 'sich', 'darum')",1
"('sich', 'darum', 'geschert')",1
"('darum', 'geschert', 'sie')",1
"('geschert', 'sie', 'zu')",1
"('sie', 'zu', 'besitzen')",1
"('zu', 'besitzen', 'das')",1
"('besitzen', 'das', 'stimmt')",1
"('prinz', 'und', 'was')",1
"('du', 'mit', 'ihnen')",1
"('mit', 'ihnen', 'ich')",1
"('ihnen', 'ich', 'verwalte')",1
"('ich', 'verwalte', 'sie')",1
"('verwalte', 'sie', 'ich')",1
"('sie', 'ich', 'zähle')",1
"('ich', 'zähle', 'sie')",1
"('zähle', 'sie', 'und')",1
"('sie', 'und', 'dann')",1
"('und', 'dann', 'zähle')",1
"('dann', 'zähle', 'ich')",1
"('zähle', 'ich', 'sie')",1
"('sie', 'wieder', 'sagte')",1
"('wieder', 'sagte', 'der')",1
"('sagte', 'der', 'geschäftsmann')",1
"('der', 'geschäftsmann', 'das')",1
"('geschäftsmann', 'das', 'ist')",1
"('das', 'ist', 'schwierig')",1
"('ist', 'schwierig', 'aber')",1
"('schwierig', 'aber', 'ich')",1
"('ernstzunehmender', 'mann', 'der')",1
"('mann', 'der', 'kleine')",1
"('prinz', 'war', 'nicht')",1
"('war', 'nicht', 'zufrieden')",1
"('nicht', 'zufrieden', 'ich')",1
"('zufrieden', 'ich', 'besitze')",1
"('ich', 'besitze', 'einen')",1
"('besitze', 'einen', 'schal')",1
"('einen', 'schal', 'den')",1
"('schal', 'den', 'kann')",1
"('den', 'kann', 'ich')",1
"('kann', 'ich', 'mir')",1
"('ich', 'mir', 'um')",1
"('mir', 'um', 'den')",1
"('den', 'hals', 'binden')",1
"('hals', 'binden', 'und')",1
"('binden', 'und', 'mitnehmen')",1
"('und', 'mitnehmen', 'wenn')",1
"('mitnehmen', 'wenn', 'mir')",1
"('wenn', 'mir', 'eine')",1
"('mir', 'eine', 'blume')",1
"('eine', 'blume', 'gehört')",1
"('blume', 'gehört', 'kann')",1
"('gehört', 'kann', 'ich')",1
"('kann', 'ich', 'sie')",1
"('ich', 'sie', 'pflücken')",1
"('sie', 'pflücken', 'und')",1
"('pflücken', 'und', 'mitnehmen')",1
"('und', 'mitnehmen', 'aber')",1
"('mitnehmen', 'aber', 'du')",1
"('aber', 'du', 'kannst')",1
"('du', 'kannst', 'die')",1
"('kannst', 'die', 'sterne')",1
"('sterne', 'ja', 'nicht')",1
"('ja', 'nicht', 'pflücken')",1
"('nicht', 'pflücken', 'nein')",1
"('pflücken', 'nein', 'aber')",1
"('nein', 'aber', 'ich')",1
"('aber', 'ich', 'kann')",1
"('ich', 'kann', 'sie')",1
"('kann', 'sie', 'auf')",1
"('sie', 'auf', 'die')",1
"('auf', 'die', 'bank')",1
"('die', 'bank', 'bringen')",1
"('bank', 'bringen', 'was')",1
"('bringen', 'was', 'soll')",1
"('was', 'soll', 'das')",1
"('soll', 'das', 'heißen')",1
"('das', 'heißen', 'das')",1
"('heißen', 'das', 'bedeutet')",1
"('das', 'bedeutet', 'ich')",1
"('bedeutet', 'ich', 'schreibe')",1
"('ich', 'schreibe', 'die')",1
"('schreibe', 'die', 'anzahl')",1
"('die', 'anzahl', 'der')",1
"('anzahl', 'der', 'sterne')",1
"('der', 'sterne', 'auf')",1
"('sterne', 'auf', 'einen')",1
"('auf', 'einen', 'kleinen')",1
"('einen', 'kleinen', 'zettel')",1
"('kleinen', 'zettel', 'und')",1
"('zettel', 'und', 'diesen')",1
"('und', 'diesen', 'zettel')",1
"('diesen', 'zettel', 'verschließe')",1
"('zettel', 'verschließe', 'ich')",1
"('verschließe', 'ich', 'dann')",1
"('ich', 'dann', 'in')",1
"('dann', 'in', 'einer')",1
"('in', 'einer', 'schublade')",1
"('einer', 'schublade', 'das')",1
"('schublade', 'das', 'ist')",1
"('ist', 'alles', 'das')",1
"('alles', 'das', 'reicht')",1
"('das', 'reicht', 'schon')",1
"('reicht', 'schon', 'das')",1
"('schon', 'das', 'ist')",1
"('das', 'ist', 'witzig')",1
"('ist', 'witzig', 'dachte')",1
"('witzig', 'dachte', 'der')",1
"('dachte', 'der', 'kleine')",1
"('prinz', 'es', 'klingt')",1
"('es', 'klingt', 'fast')",1
"('klingt', 'fast', 'poetisch')",1
"('fast', 'poetisch', 'aber')",1
"('poetisch', 'aber', 'wirklich')",1
"('aber', 'wirklich', 'ernst')",1
"('wirklich', 'ernst', 'gemeint')",1
"('ernst', 'gemeint', 'ist')",1
"('gemeint', 'ist', 'es')",1
"('es', 'nicht', 'von')",1
"('nicht', 'von', 'ernsten')",1
"('von', 'ernsten', 'dingen')",1
"('ernsten', 'dingen', 'hatte')",1
"('dingen', 'hatte', 'der')",1
"('prinz', 'eine', 'ganz')",1
"('eine', 'ganz', 'andere')",1
"('ganz', 'andere', 'vorstellung')",1
"('andere', 'vorstellung', 'als')",1
"('vorstellung', 'als', 'die')",1
"('als', 'die', 'erwachsenen')",1
"('erwachsenen', 'ich', 'sagte')",1
"('ich', 'sagte', 'er')",1
"('er', 'noch', 'ich')",1
"('noch', 'ich', 'besitze')",1
"('ich', 'besitze', 'eine')",1
"('besitze', 'eine', 'blume')",1
"('blume', 'die', 'ich')",1
"('die', 'ich', 'jeden')",1
"('ich', 'jeden', 'tag')",1
"('jeden', 'tag', 'gieße')",1
"('tag', 'gieße', 'ich')",1
"('gieße', 'ich', 'besitze')",1
"('ich', 'besitze', 'drei')",1
"('besitze', 'drei', 'vulkane')",1
"('vulkane', 'die', 'ich')",1
"('die', 'ich', 'jede')",1
"('ich', 'jede', 'woche')",1
"('jede', 'woche', 'fege')",1
"('woche', 'fege', 'denn')",1
"('fege', 'denn', 'ich')",1
"('denn', 'ich', 'fege')",1
"('ich', 'fege', 'sogar')",1
"('fege', 'sogar', 'jenen')",1
"('sogar', 'jenen', 'der')",1
"('jenen', 'der', 'schon')",1
"('der', 'schon', 'erloschenen')",1
"('schon', 'erloschenen', 'ist')",1
"('erloschenen', 'ist', 'man')",1
"('ist', 'man', 'weiß')",1
"('ja', 'nie', 'meinen')",1
"('nie', 'meinen', 'vulkanen')",1
"('meinen', 'vulkanen', 'nutzt')",1
"('vulkanen', 'nutzt', 'es')",1
"('nutzt', 'es', 'ebenso')",1
"('es', 'ebenso', 'wie')",1
"('ebenso', 'wie', 'meiner')",1
"('wie', 'meiner', 'blume')",1
"('meiner', 'blume', 'dass')",1
"('blume', 'dass', 'ich')",1
"('dass', 'ich', 'sie')",1
"('ich', 'sie', 'besitze')",1
"('sie', 'besitze', 'aber')",1
"('besitze', 'aber', 'für')",1
"('aber', 'für', 'deine')",1
"('für', 'deine', 'sterne')",1
"('deine', 'sterne', 'bist')",1
"('sterne', 'bist', 'du')",1
"('bist', 'du', 'ganz')",1
"('du', 'ganz', 'unnütz')",1
"('ganz', 'unnütz', 'der')",1
"('unnütz', 'der', 'geschäftsmann')",1
"('der', 'geschäftsmann', 'öffnete')",1
"('geschäftsmann', 'öffnete', 'den')",1
"('öffnete', 'den', 'mund')",1
"('den', 'mund', 'aber')",1
"('mund', 'aber', 'ihm')",1
"('aber', 'ihm', 'fiel')",1
"('ihm', 'fiel', 'keine')",1
"('fiel', 'keine', 'antwort')",1
"('keine', 'antwort', 'ein')",1
"('antwort', 'ein', 'und')",1
"('ein', 'und', 'der')",1
"('kleine', 'prinz', 'machte')",1
"('prinz', 'machte', 'sich')",1
"('machte', 'sich', 'auf')",1
"('sich', 'auf', 'und')",1
"('doch', 'wirklich', 'komisch')",1
"('wirklich', 'komisch', 'sagte')",1
"('komisch', 'sagte', 'er')",1
"('reise', 'der', 'fünfte')",1
"('der', 'fünfte', 'planet')",1
"('fünfte', 'planet', 'war')",1
"('planet', 'war', 'äußerst')",1
"('war', 'äußerst', 'merkwürdig')",1
"('äußerst', 'merkwürdig', 'es')",1
"('merkwürdig', 'es', 'war')",1
"('es', 'war', 'der')",1
"('war', 'der', 'kleinste')",1
"('der', 'kleinste', 'von')",1
"('kleinste', 'von', 'allen')",1
"('von', 'allen', 'es')",1
"('allen', 'es', 'gab')",1
"('es', 'gab', 'gerade')",1
"('gab', 'gerade', 'genug')",1
"('gerade', 'genug', 'platz')",1
"('genug', 'platz', 'für')",1
"('platz', 'für', 'eine')",1
"('für', 'eine', 'straßenlaterne')",1
"('einen', 'laternenanzünder', 'der')",1
"('laternenanzünder', 'der', 'kleine')",1
"('prinz', 'konnte', 'sich')",1
"('konnte', 'sich', 'nicht')",1
"('sich', 'nicht', 'erklären')",1
"('nicht', 'erklären', 'wozu')",1
"('erklären', 'wozu', 'man')",1
"('wozu', 'man', 'irgendwo')",1
"('man', 'irgendwo', 'im')",1
"('irgendwo', 'im', 'himmel')",1
"('im', 'himmel', 'auf')",1
"('himmel', 'auf', 'einem')",1
"('einem', 'planeten', 'ohne')",1
"('planeten', 'ohne', 'häuser')",1
"('ohne', 'häuser', 'und')",1
"('häuser', 'und', 'menschen')",1
"('und', 'menschen', 'eine')",1
"('menschen', 'eine', 'straßenlaterne')",1
"('einen', 'laternenanzünder', 'gebrauchen')",1
"('laternenanzünder', 'gebrauchen', 'könnte')",1
"('gebrauchen', 'könnte', 'dennoch')",1
"('könnte', 'dennoch', 'sagte')",1
"('dennoch', 'sagte', 'er')",1
"('er', 'sich', 'gut')",1
"('sich', 'gut', 'möglich')",1
"('gut', 'möglich', 'dass')",1
"('möglich', 'dass', 'dieser')",1
"('dass', 'dieser', 'mann')",1
"('dieser', 'mann', 'merkwürdig')",1
"('mann', 'merkwürdig', 'ist')",1
"('merkwürdig', 'ist', 'dennoch')",1
"('ist', 'dennoch', 'ist')",1
"('ist', 'er', 'nicht')",1
"('er', 'nicht', 'so')",1
"('nicht', 'so', 'merkwürdig')",1
"('so', 'merkwürdig', 'wie')",1
"('merkwürdig', 'wie', 'der')",1
"('wie', 'der', 'könig')",1
"('könig', 'der', 'eitle')",1
"('eitle', 'der', 'geschäftsmann')",1
"('der', 'geschäftsmann', 'oder')",1
"('geschäftsmann', 'oder', 'der')",1
"('oder', 'der', 'säufer')",1
"('der', 'säufer', 'seine')",1
"('säufer', 'seine', 'arbeit')",1
"('seine', 'arbeit', 'hat')",1
"('arbeit', 'hat', 'zumindest')",1
"('hat', 'zumindest', 'einen')",1
"('zumindest', 'einen', 'sinn')",1
"('einen', 'sinn', 'wenn')",1
"('sinn', 'wenn', 'er')",1
"('seine', 'laterne', 'anzündet')",1
"('laterne', 'anzündet', 'dann')",1
"('anzündet', 'dann', 'ist')",1
"('ist', 'es', 'so')",1
"('es', 'so', 'als')",1
"('so', 'als', 'würde')",1
"('als', 'würde', 'er')",1
"('würde', 'er', 'einen')",1
"('er', 'einen', 'neuen')",1
"('einen', 'neuen', 'stern')",1
"('neuen', 'stern', 'erschaffen')",1
"('stern', 'erschaffen', 'oder')",1
"('erschaffen', 'oder', 'eine')",1
"('eine', 'blume', 'wenn')",1
"('blume', 'wenn', 'er')",1
"('seine', 'laterne', 'löscht')",1
"('laterne', 'löscht', 'schläft')",1
"('löscht', 'schläft', 'ein')",1
"('schläft', 'ein', 'stern')",1
"('ein', 'stern', 'ein')",1
"('stern', 'ein', 'oder')",1
"('ein', 'oder', 'eine')",1
"('eine', 'blume', 'das')",1
"('ist', 'eine', 'sehr')",1
"('eine', 'sehr', 'schöne')",1
"('sehr', 'schöne', 'beschäftigung')",1
"('schöne', 'beschäftigung', 'es')",1
"('beschäftigung', 'es', 'ist')",1
"('es', 'ist', 'wirklich')",1
"('ist', 'wirklich', 'nützlich')",1
"('wirklich', 'nützlich', 'weil')",1
"('nützlich', 'weil', 'es')",1
"('weil', 'es', 'schön')",1
"('es', 'schön', 'ist')",1
"('schön', 'ist', 'als')",1
"('ist', 'als', 'er')",1
"('als', 'er', 'auf')",1
"('er', 'auf', 'dem')",1
"('dem', 'planeten', 'landete')",1
"('planeten', 'landete', 'grüßte')",1
"('landete', 'grüßte', 'er')",1
"('grüßte', 'er', 'den')",1
"('er', 'den', 'laternenanzünder')",1
"('den', 'laternenanzünder', 'respektvoll')",1
"('laternenanzünder', 'respektvoll', 'guten')",1
"('respektvoll', 'guten', 'tag')",1
"('guten', 'tag', 'warum')",1
"('tag', 'warum', 'hast')",1
"('hast', 'du', 'denn')",1
"('du', 'denn', 'gerade')",1
"('denn', 'gerade', 'deine')",1
"('gerade', 'deine', 'laterne')",1
"('deine', 'laterne', 'gelöscht')",1
"('laterne', 'gelöscht', 'so')",1
"('gelöscht', 'so', 'lautet')",1
"('so', 'lautet', 'die')",1
"('lautet', 'die', 'vorschrift')",1
"('die', 'vorschrift', 'sagte')",1
"('vorschrift', 'sagte', 'der')",1
"('der', 'laternenanzünder', 'guten')",1
"('laternenanzünder', 'guten', 'tag')",1
"('guten', 'tag', 'was')",1
"('tag', 'was', 'ist')",1
"('was', 'ist', 'die')",1
"('die', 'vorschrift', 'die')",1
"('vorschrift', 'die', 'laterne')",1
"('die', 'laterne', 'zu')",1
"('laterne', 'zu', 'löschen')",1
"('zu', 'löschen', 'guten')",1
"('löschen', 'guten', 'abend')",1
"('er', 'zündete', 'sie')",1
"('zündete', 'sie', 'wieder')",1
"('wieder', 'an', 'warum')",1
"('an', 'warum', 'hast')",1
"('hast', 'du', 'sie')",1
"('du', 'sie', 'nun')",1
"('sie', 'nun', 'wieder')",1
"('nun', 'wieder', 'angezündet')",1
"('wieder', 'angezündet', 'das')",1
"('angezündet', 'das', 'ist')",1
"('die', 'vorschrift', 'antwortete')",1
"('vorschrift', 'antwortete', 'der')",1
"('antwortete', 'der', 'laternenanzünder')",1
"('der', 'laternenanzünder', 'ich')",1
"('laternenanzünder', 'ich', 'verstehe')",1
"('ich', 'verstehe', 'es')",1
"('verstehe', 'es', 'nicht')",1
"('es', 'nicht', 'sagte')",1
"('kleine', 'prinz', 'da')",1
"('prinz', 'da', 'gibt')",1
"('da', 'gibt', 'es')",1
"('gibt', 'es', 'nichts')",1
"('es', 'nichts', 'zu')",1
"('nichts', 'zu', 'verstehen')",1
"('zu', 'verstehen', 'sagte')",1
"('verstehen', 'sagte', 'der')",1
"('der', 'laternenanzünder', 'vorschrift')",1
"('laternenanzünder', 'vorschrift', 'ist')",1
"('vorschrift', 'ist', 'vorschrift')",1
"('ist', 'vorschrift', 'guten')",1
"('vorschrift', 'guten', 'tag')",1
"('und', 'er', 'machte')",1
"('er', 'machte', 'die')",1
"('machte', 'die', 'laterne')",1
"('die', 'laterne', 'aus')",1
"('laterne', 'aus', 'dann')",1
"('aus', 'dann', 'wischte')",1
"('dann', 'wischte', 'er')",1
"('wischte', 'er', 'sich')",1
"('er', 'sich', 'mit')",1
"('sich', 'mit', 'einem')",1
"('mit', 'einem', 'rotkarierten')",1
"('einem', 'rotkarierten', 'taschentuch')",1
"('rotkarierten', 'taschentuch', 'die')",1
"('taschentuch', 'die', 'stirn')",1
"('die', 'stirn', 'ab')",1
"('stirn', 'ab', 'ich')",1
"('ab', 'ich', 'habe')",1
"('ich', 'habe', 'einen')",1
"('habe', 'einen', 'schrecklichen')",1
"('einen', 'schrecklichen', 'beruf')",1
"('schrecklichen', 'beruf', 'früher')",1
"('beruf', 'früher', 'war')",1
"('früher', 'war', 'das')",1
"('war', 'das', 'vernünftig')",1
"('das', 'vernünftig', 'am')",1
"('vernünftig', 'am', 'morgen')",1
"('am', 'morgen', 'löschte')",1
"('morgen', 'löschte', 'ich')",1
"('löschte', 'ich', 'sie')",1
"('ich', 'sie', 'aus')",1
"('sie', 'aus', 'und')",1
"('aus', 'und', 'am')",1
"('am', 'abend', 'zündete')",1
"('abend', 'zündete', 'ich')",1
"('zündete', 'ich', 'sie')",1
"('an', 'der', 'rest')",1
"('der', 'rest', 'des')",1
"('rest', 'des', 'tages')",1
"('des', 'tages', 'blieb')",1
"('tages', 'blieb', 'mir')",1
"('blieb', 'mir', 'zum')",1
"('mir', 'zum', 'erholen')",1
"('zum', 'erholen', 'und')",1
"('erholen', 'und', 'die')",1
"('und', 'die', 'nacht')",1
"('die', 'nacht', 'zum')",1
"('nacht', 'zum', 'schlafen')",1
"('zum', 'schlafen', 'und')",1
"('schlafen', 'und', 'seitdem')",1
"('und', 'seitdem', 'wurde')",1
"('seitdem', 'wurde', 'die')",1
"('wurde', 'die', 'vorschrift')",1
"('die', 'vorschrift', 'geändert')",1
"('vorschrift', 'geändert', 'die')",1
"('geändert', 'die', 'vorschrift')",1
"('die', 'vorschrift', 'hat')",1
"('vorschrift', 'hat', 'sich')",1
"('hat', 'sich', 'nicht')",1
"('sich', 'nicht', 'geändert')",1
"('nicht', 'geändert', 'sagte')",1
"('geändert', 'sagte', 'der')",1
"('der', 'laternenanzünder', 'das')",1
"('laternenanzünder', 'das', 'ist')",1
"('das', 'ist', 'ja')",1
"('ist', 'ja', 'das')",1
"('ja', 'das', 'drama')",1
"('das', 'drama', 'der')",1
"('drama', 'der', 'planet')",1
"('der', 'planet', 'hat')",1
"('planet', 'hat', 'sich')",1
"('hat', 'sich', 'von')",1
"('sich', 'von', 'jahr')",1
"('von', 'jahr', 'zu')",1
"('jahr', 'zu', 'jahr')",1
"('zu', 'jahr', 'schneller')",1
"('jahr', 'schneller', 'gedreht')",1
"('schneller', 'gedreht', 'aber')",1
"('gedreht', 'aber', 'die')",1
"('aber', 'die', 'vorschrift')",1
"('die', 'vorschrift', 'wurde')",1
"('vorschrift', 'wurde', 'nicht')",1
"('wurde', 'nicht', 'geändert')",1
"('nicht', 'geändert', 'ja')",1
"('geändert', 'ja', 'und')",1
"('ja', 'und', 'sagte')",1
"('und', 'sagte', 'der')",1
"('kleine', 'prinz', 'jetzt')",1
"('prinz', 'jetzt', 'dreht')",1
"('jetzt', 'dreht', 'er')",1
"('dreht', 'er', 'sich')",1
"('sich', 'ein', 'mal')",1
"('ein', 'mal', 'pro')",1
"('mal', 'pro', 'minute')",1
"('pro', 'minute', 'mir')",1
"('minute', 'mir', 'bleibt')",1
"('mir', 'bleibt', 'keine')",1
"('bleibt', 'keine', 'sekunde')",1
"('keine', 'sekunde', 'pause')",1
"('sekunde', 'pause', 'pro')",1
"('pause', 'pro', 'minute')",1
"('pro', 'minute', 'zünde')",1
"('minute', 'zünde', 'ich')",1
"('zünde', 'ich', 'einmal')",1
"('ich', 'einmal', 'an')",1
"('einmal', 'an', 'und')",1
"('an', 'und', 'lösche')",1
"('und', 'lösche', 'einmal')",1
"('lösche', 'einmal', 'aus')",1
"('einmal', 'aus', 'das')",1
"('aus', 'das', 'ist')",1
"('ist', 'lustig', 'bei')",1
"('lustig', 'bei', 'dir')",1
"('bei', 'dir', 'dauern')",1
"('dir', 'dauern', 'die')",1
"('dauern', 'die', 'tage')",1
"('die', 'tage', 'nur')",1
"('tage', 'nur', 'eine')",1
"('nur', 'eine', 'minute')",1
"('eine', 'minute', 'das')",1
"('minute', 'das', 'ist')",1
"('das', 'ist', 'überhaupt')",1
"('ist', 'überhaupt', 'nicht')",1
"('überhaupt', 'nicht', 'lustig')",1
"('nicht', 'lustig', 'sagte')",1
"('lustig', 'sagte', 'der')",1
"('der', 'laternenanzünder', 'jetzt')",1
"('laternenanzünder', 'jetzt', 'reden')",1
"('jetzt', 'reden', 'wir')",1
"('reden', 'wir', 'schon')",1
"('wir', 'schon', 'einen')",1
"('schon', 'einen', 'monat')",1
"('einen', 'monat', 'lang')",1
"('monat', 'lang', 'miteinander')",1
"('lang', 'miteinander', 'einen')",1
"('miteinander', 'einen', 'monat')",1
"('einen', 'monat', 'ja')",1
"('monat', 'ja', 'dreißig')",1
"('ja', 'dreißig', 'minuten')",1
"('dreißig', 'minuten', 'dreißig')",1
"('minuten', 'dreißig', 'tage')",1
"('dreißig', 'tage', 'guten')",1
"('tage', 'guten', 'abend')",1
"('er', 'zündete', 'seine')",1
"('zündete', 'seine', 'laterne')",1
"('seine', 'laterne', 'wieder')",1
"('laterne', 'wieder', 'an')",1
"('an', 'der', 'kleine')",1
"('prinz', 'schaute', 'ihn')",1
"('schaute', 'ihn', 'an')",1
"('ihn', 'an', 'und')",1
"('an', 'und', 'er')",1
"('und', 'er', 'liebte')",1
"('er', 'liebte', 'diesen')",1
"('liebte', 'diesen', 'anzünder')",1
"('diesen', 'anzünder', 'der')",1
"('anzünder', 'der', 'sich')",1
"('der', 'sich', 'so')",1
"('sich', 'so', 'streng')",1
"('so', 'streng', 'an')",1
"('streng', 'an', 'die')",1
"('an', 'die', 'vorschrift')",1
"('die', 'vorschrift', 'hielt')",1
"('vorschrift', 'hielt', 'er')",1
"('hielt', 'er', 'erinnerte')",1
"('er', 'erinnerte', 'sich')",1
"('erinnerte', 'sich', 'an')",1
"('sich', 'an', 'die')",1
"('an', 'die', 'sonnenuntergänge')",1
"('die', 'sonnenuntergänge', 'und')",1
"('sonnenuntergänge', 'und', 'wie')",1
"('und', 'wie', 'er')",1
"('wie', 'er', 'auf')",1
"('er', 'auf', 'deren')",1
"('auf', 'deren', 'suche')",1
"('deren', 'suche', 'früher')",1
"('suche', 'früher', 'seinen')",1
"('früher', 'seinen', 'stuhl')",1
"('seinen', 'stuhl', 'rückte')",1
"('stuhl', 'rückte', 'er')",1
"('rückte', 'er', 'wollte')",1
"('er', 'wollte', 'seinem')",1
"('wollte', 'seinem', 'freund')",1
"('seinem', 'freund', 'helfen')",1
"('freund', 'helfen', 'weißt')",1
"('helfen', 'weißt', 'du')",1
"('weißt', 'du', 'ich')",1
"('du', 'ich', 'weiß')",1
"('ich', 'weiß', 'einen')",1
"('weiß', 'einen', 'weg')",1
"('einen', 'weg', 'wie')",1
"('weg', 'wie', 'du')",1
"('wie', 'du', 'dich')",1
"('dich', 'ausruhen', 'kannst')",1
"('ausruhen', 'kannst', 'wann')",1
