quadrigram,freq
"('haar', 'im', 'wind', 'es')",1
"('im', 'wind', 'es', 'gibt')",1
"('wind', 'es', 'gibt', 'einen')",1
"('es', 'gibt', 'einen', 'mann')",1
"('gibt', 'einen', 'mann', 'mit')",1
"('einen', 'mann', 'mit', 'hochrotem')",1
"('mann', 'mit', 'hochrotem', 'kopf')",1
"('mit', 'hochrotem', 'kopf', 'er')",1
"('hochrotem', 'kopf', 'er', 'hat')",1
"('kopf', 'er', 'hat', 'noch')",1
"('er', 'hat', 'noch', 'nie')",1
"('hat', 'noch', 'nie', 'den')",1
"('noch', 'nie', 'den', 'duft')",1
"('nie', 'den', 'duft', 'einer')",1
"('den', 'duft', 'einer', 'blume')",1
"('duft', 'einer', 'blume', 'gerochen')",1
"('einer', 'blume', 'gerochen', 'er')",1
"('blume', 'gerochen', 'er', 'hat')",1
"('gerochen', 'er', 'hat', 'noch')",1
"('hat', 'noch', 'niemals', 'einen')",1
"('noch', 'niemals', 'einen', 'stern')",1
"('niemals', 'einen', 'stern', 'betrachtet')",1
"('einen', 'stern', 'betrachtet', 'er')",1
"('stern', 'betrachtet', 'er', 'hat')",1
"('betrachtet', 'er', 'hat', 'noch')",1
"('hat', 'noch', 'niemals', 'jemanden')",1
"('noch', 'niemals', 'jemanden', 'geliebt')",1
"('niemals', 'jemanden', 'geliebt', 'nie')",1
"('jemanden', 'geliebt', 'nie', 'hat')",1
"('geliebt', 'nie', 'hat', 'er')",1
"('nie', 'hat', 'er', 'etwas')",1
"('hat', 'er', 'etwas', 'anderes')",1
"('er', 'etwas', 'anderes', 'getan')",1
"('etwas', 'anderes', 'getan', 'als')",1
"('anderes', 'getan', 'als', 'zahlen')",1
"('getan', 'als', 'zahlen', 'zu')",1
"('als', 'zahlen', 'zu', 'addieren')",1
"('zahlen', 'zu', 'addieren', 'und')",1
"('zu', 'addieren', 'und', 'den')",1
"('addieren', 'und', 'den', 'ganzen')",1
"('und', 'den', 'ganzen', 'tag')",1
"('den', 'ganzen', 'tag', 'wiederholt')",1
"('ganzen', 'tag', 'wiederholt', 'er')",1
"('tag', 'wiederholt', 'er', 'so')",1
"('wiederholt', 'er', 'so', 'wie')",1
"('er', 'so', 'wie', 'du')",1
"('so', 'wie', 'du', 'ich')",1
"('wie', 'du', 'ich', 'bin')",1
"('du', 'ich', 'bin', 'ein')",1
"('ein', 'ernstzunehmender', 'mann', 'ich')",1
"('ernstzunehmender', 'mann', 'ich', 'bin')",1
"('mann', 'ich', 'bin', 'ein')",1
"('ich', 'bin', 'ein', 'wichtiger')",1
"('bin', 'ein', 'wichtiger', 'mann')",1
"('ein', 'wichtiger', 'mann', 'und')",1
"('wichtiger', 'mann', 'und', 'damit')",1
"('mann', 'und', 'damit', 'brüstet')",1
"('und', 'damit', 'brüstet', 'er')",1
"('damit', 'brüstet', 'er', 'sich')",1
"('brüstet', 'er', 'sich', 'voller')",1
"('er', 'sich', 'voller', 'hochmut')",1
"('sich', 'voller', 'hochmut', 'aber')",1
"('voller', 'hochmut', 'aber', 'er')",1
"('hochmut', 'aber', 'er', 'ist')",1
"('aber', 'er', 'ist', 'gar')",1
"('er', 'ist', 'gar', 'kein')",1
"('ist', 'gar', 'kein', 'mann')",1
"('gar', 'kein', 'mann', 'er')",1
"('kein', 'mann', 'er', 'ist')",1
"('mann', 'er', 'ist', 'ein')",1
"('er', 'ist', 'ein', 'pilz')",1
"('ist', 'ein', 'pilz', 'ein')",1
"('ein', 'pilz', 'ein', 'was')",1
"('pilz', 'ein', 'was', 'bitte')",1
"('ein', 'was', 'bitte', 'ein')",1
"('was', 'bitte', 'ein', 'pilz')",1
"('bitte', 'ein', 'pilz', 'der')",1
"('ein', 'pilz', 'der', 'kleine')",1
"('pilz', 'der', 'kleine', 'prinz')",1
"('kleine', 'prinz', 'war', 'vor')",1
"('prinz', 'war', 'vor', 'zorn')",1
"('war', 'vor', 'zorn', 'nun')",1
"('vor', 'zorn', 'nun', 'ganz')",1
"('zorn', 'nun', 'ganz', 'bleich')",1
"('nun', 'ganz', 'bleich', 'geworden')",1
"('ganz', 'bleich', 'geworden', 'seit')",1
"('bleich', 'geworden', 'seit', 'tausenden')",1
"('geworden', 'seit', 'tausenden', 'jahren')",1
"('seit', 'tausenden', 'jahren', 'lassen')",1
"('tausenden', 'jahren', 'lassen', 'blumen')",1
"('jahren', 'lassen', 'blumen', 'dornen')",1
"('lassen', 'blumen', 'dornen', 'wachsen')",1
"('blumen', 'dornen', 'wachsen', 'seit')",1
"('dornen', 'wachsen', 'seit', 'tausenden')",1
"('wachsen', 'seit', 'tausenden', 'jahren')",1
"('seit', 'tausenden', 'jahren', 'fressen')",1
"('tausenden', 'jahren', 'fressen', 'die')",1
"('jahren', 'fressen', 'die', 'schafe')",1
"('fressen', 'die', 'schafe', 'die')",1
"('die', 'schafe', 'die', 'blumen')",1
"('schafe', 'die', 'blumen', 'trotzdem')",1
"('die', 'blumen', 'trotzdem', 'und')",1
"('blumen', 'trotzdem', 'und', 'es')",1
"('trotzdem', 'und', 'es', 'soll')",1
"('und', 'es', 'soll', 'nicht')",1
"('es', 'soll', 'nicht', 'wichtig')",1
"('nicht', 'wichtig', 'sein', 'verstehen')",1
"('wichtig', 'sein', 'verstehen', 'zu')",1
"('sein', 'verstehen', 'zu', 'wollen')",1
"('verstehen', 'zu', 'wollen', 'warum')",1
"('zu', 'wollen', 'warum', 'sie')",1
"('wollen', 'warum', 'sie', 'sich')",1
"('warum', 'sie', 'sich', 'so')",1
"('sie', 'sich', 'so', 'mühsam')",1
"('sich', 'so', 'mühsam', 'dornen')",1
"('so', 'mühsam', 'dornen', 'wachsen')",1
"('mühsam', 'dornen', 'wachsen', 'lassen')",1
"('dornen', 'wachsen', 'lassen', 'die')",1
"('wachsen', 'lassen', 'die', 'zu')",1
"('lassen', 'die', 'zu', 'gar')",1
"('die', 'zu', 'gar', 'nichts')",1
"('zu', 'gar', 'nichts', 'nutze')",1
"('gar', 'nichts', 'nutze', 'sind')",1
"('nichts', 'nutze', 'sind', 'dieser')",1
"('nutze', 'sind', 'dieser', 'krieg')",1
"('sind', 'dieser', 'krieg', 'zwischen')",1
"('dieser', 'krieg', 'zwischen', 'schafen')",1
"('krieg', 'zwischen', 'schafen', 'und')",1
"('zwischen', 'schafen', 'und', 'blumen')",1
"('schafen', 'und', 'blumen', 'soll')",1
"('und', 'blumen', 'soll', 'nicht')",1
"('blumen', 'soll', 'nicht', 'wichtig')",1
"('nicht', 'wichtig', 'sein', 'das')",1
"('wichtig', 'sein', 'das', 'ist')",1
"('sein', 'das', 'ist', 'nicht')",1
"('das', 'ist', 'nicht', 'ernstzunehmender')",1
"('ist', 'nicht', 'ernstzunehmender', 'und')",1
"('nicht', 'ernstzunehmender', 'und', 'wichtiger')",1
"('ernstzunehmender', 'und', 'wichtiger', 'als')",1
"('und', 'wichtiger', 'als', 'die')",1
"('wichtiger', 'als', 'die', 'berechnungen')",1
"('als', 'die', 'berechnungen', 'eines')",1
"('die', 'berechnungen', 'eines', 'dicken')",1
"('berechnungen', 'eines', 'dicken', 'rotbäckigen')",1
"('eines', 'dicken', 'rotbäckigen', 'mannes')",1
"('dicken', 'rotbäckigen', 'mannes', 'und')",1
"('rotbäckigen', 'mannes', 'und', 'wenn')",1
"('mannes', 'und', 'wenn', 'ich')",1
"('und', 'wenn', 'ich', 'eine')",1
"('wenn', 'ich', 'eine', 'blume')",1
"('ich', 'eine', 'blume', 'kenne')",1
"('eine', 'blume', 'kenne', 'die')",1
"('blume', 'kenne', 'die', 'es')",1
"('kenne', 'die', 'es', 'nur')",1
"('die', 'es', 'nur', 'ein')",1
"('es', 'nur', 'ein', 'mal')",1
"('nur', 'ein', 'mal', 'auf')",1
"('ein', 'mal', 'auf', 'dieser')",1
"('mal', 'auf', 'dieser', 'welt')",1
"('auf', 'dieser', 'welt', 'gibt')",1
"('dieser', 'welt', 'gibt', 'nirgends')",1
"('welt', 'gibt', 'nirgends', 'außer')",1
"('gibt', 'nirgends', 'außer', 'auf')",1
"('nirgends', 'außer', 'auf', 'meinem')",1
"('außer', 'auf', 'meinem', 'planeten')",1
"('auf', 'meinem', 'planeten', 'und')",1
"('meinem', 'planeten', 'und', 'wenn')",1
"('planeten', 'und', 'wenn', 'nun')",1
"('und', 'wenn', 'nun', 'ein')",1
"('wenn', 'nun', 'ein', 'kleines')",1
"('nun', 'ein', 'kleines', 'schaf')",1
"('ein', 'kleines', 'schaf', 'eines')",1
"('kleines', 'schaf', 'eines', 'morgens')",1
"('schaf', 'eines', 'morgens', 'diese')",1
"('eines', 'morgens', 'diese', 'blume')",1
"('morgens', 'diese', 'blume', 'einfach')",1
"('diese', 'blume', 'einfach', 'so')",1
"('blume', 'einfach', 'so', 'mit')",1
"('einfach', 'so', 'mit', 'einem')",1
"('so', 'mit', 'einem', 'biss')",1
"('mit', 'einem', 'biss', 'vernichten')",1
"('einem', 'biss', 'vernichten', 'kann')",1
"('biss', 'vernichten', 'kann', 'ohne')",1
"('vernichten', 'kann', 'ohne', 'zu')",1
"('kann', 'ohne', 'zu', 'wissen')",1
"('ohne', 'zu', 'wissen', 'was')",1
"('zu', 'wissen', 'was', 'es')",1
"('wissen', 'was', 'es', 'tut')",1
"('was', 'es', 'tut', 'dann')",1
"('es', 'tut', 'dann', 'soll')",1
"('tut', 'dann', 'soll', 'das')",1
"('dann', 'soll', 'das', 'nicht')",1
"('soll', 'das', 'nicht', 'wichtig')",1
"('das', 'nicht', 'wichtig', 'sein')",1
"('nicht', 'wichtig', 'sein', 'er')",1
"('wichtig', 'sein', 'er', 'lief')",1
"('sein', 'er', 'lief', 'ganz')",1
"('er', 'lief', 'ganz', 'rot')",1
"('lief', 'ganz', 'rot', 'an')",1
"('ganz', 'rot', 'an', 'und')",1
"('rot', 'an', 'und', 'fuhr')",1
"('an', 'und', 'fuhr', 'dann')",1
"('und', 'fuhr', 'dann', 'fort')",1
"('fuhr', 'dann', 'fort', 'wenn')",1
"('dann', 'fort', 'wenn', 'jemand')",1
"('fort', 'wenn', 'jemand', 'eine')",1
"('wenn', 'jemand', 'eine', 'blume')",1
"('jemand', 'eine', 'blume', 'liebt')",1
"('eine', 'blume', 'liebt', 'die')",1
"('blume', 'liebt', 'die', 'es')",1
"('liebt', 'die', 'es', 'auf')",1
"('die', 'es', 'auf', 'zig')",1
"('es', 'auf', 'zig', 'millionen')",1
"('auf', 'zig', 'millionen', 'sternen')",1
"('zig', 'millionen', 'sternen', 'nur')",1
"('millionen', 'sternen', 'nur', 'ein')",1
"('sternen', 'nur', 'ein', 'einziges')",1
"('ein', 'einziges', 'mal', 'gibt')",1
"('einziges', 'mal', 'gibt', 'dann')",1
"('mal', 'gibt', 'dann', 'reicht')",1
"('gibt', 'dann', 'reicht', 'ihm')",1
"('dann', 'reicht', 'ihm', 'ein')",1
"('reicht', 'ihm', 'ein', 'blick')",1
"('ihm', 'ein', 'blick', 'zu')",1
"('ein', 'blick', 'zu', 'ihnen')",1
"('blick', 'zu', 'ihnen', 'hinauf')",1
"('zu', 'ihnen', 'hinauf', 'um')",1
"('ihnen', 'hinauf', 'um', 'glücklich')",1
"('hinauf', 'um', 'glücklich', 'zu')",1
"('um', 'glücklich', 'zu', 'sein')",1
"('zu', 'sein', 'er', 'sagt')",1
"('sein', 'er', 'sagt', 'sich')",1
"('er', 'sagt', 'sich', 'irgendwo')",1
"('sagt', 'sich', 'irgendwo', 'dort')",1
"('sich', 'irgendwo', 'dort', 'ist')",1
"('irgendwo', 'dort', 'ist', 'meine')",1
"('dort', 'ist', 'meine', 'blume')",1
"('ist', 'meine', 'blume', 'aber')",1
"('meine', 'blume', 'aber', 'wenn')",1
"('blume', 'aber', 'wenn', 'das')",1
"('aber', 'wenn', 'das', 'schaf')",1
"('wenn', 'das', 'schaf', 'die')",1
"('schaf', 'die', 'blume', 'frisst')",1
"('die', 'blume', 'frisst', 'so')",1
"('blume', 'frisst', 'so', 'ist')",1
"('frisst', 'so', 'ist', 'es')",1
"('so', 'ist', 'es', 'für')",1
"('ist', 'es', 'für', 'ihn')",1
"('es', 'für', 'ihn', 'so')",1
"('für', 'ihn', 'so', 'als')",1
"('ihn', 'so', 'als', 'seien')",1
"('so', 'als', 'seien', 'ganz')",1
"('als', 'seien', 'ganz', 'plötzlich')",1
"('seien', 'ganz', 'plötzlich', 'alle')",1
"('ganz', 'plötzlich', 'alle', 'sterne')",1
"('plötzlich', 'alle', 'sterne', 'verschwunden')",1
"('alle', 'sterne', 'verschwunden', 'und')",1
"('sterne', 'verschwunden', 'und', 'das')",1
"('verschwunden', 'und', 'das', 'soll')",1
"('und', 'das', 'soll', 'nicht')",1
"('das', 'soll', 'nicht', 'wichtig')",1
"('nicht', 'wichtig', 'sein', 'mehr')",1
"('wichtig', 'sein', 'mehr', 'brachte')",1
"('sein', 'mehr', 'brachte', 'er')",1
"('mehr', 'brachte', 'er', 'nicht')",1
"('brachte', 'er', 'nicht', 'hervor')",1
"('er', 'nicht', 'hervor', 'er')",1
"('nicht', 'hervor', 'er', 'fing')",1
"('hervor', 'er', 'fing', 'auf')",1
"('er', 'fing', 'auf', 'einmal')",1
"('fing', 'auf', 'einmal', 'an')",1
"('auf', 'einmal', 'an', 'zu')",1
"('einmal', 'an', 'zu', 'schluchzen')",1
"('an', 'zu', 'schluchzen', 'die')",1
"('zu', 'schluchzen', 'die', 'nacht')",1
"('schluchzen', 'die', 'nacht', 'war')",1
"('die', 'nacht', 'war', 'hereingebrochen')",1
"('nacht', 'war', 'hereingebrochen', 'ich')",1
"('war', 'hereingebrochen', 'ich', 'hatte')",1
"('hereingebrochen', 'ich', 'hatte', 'mein')",1
"('ich', 'hatte', 'mein', 'werkzeug')",1
"('hatte', 'mein', 'werkzeug', 'beiseitegelegt')",1
"('mein', 'werkzeug', 'beiseitegelegt', 'mein')",1
"('werkzeug', 'beiseitegelegt', 'mein', 'hammer')",1
"('beiseitegelegt', 'mein', 'hammer', 'mein')",1
"('mein', 'hammer', 'mein', 'bolzen')",1
"('hammer', 'mein', 'bolzen', 'der')",1
"('mein', 'bolzen', 'der', 'durst')",1
"('bolzen', 'der', 'durst', 'und')",1
"('der', 'durst', 'und', 'der')",1
"('durst', 'und', 'der', 'hunger')",1
"('und', 'der', 'hunger', 'erschienen')",1
"('der', 'hunger', 'erschienen', 'mir')",1
"('hunger', 'erschienen', 'mir', 'auf')",1
"('erschienen', 'mir', 'auf', 'einmal')",1
"('mir', 'auf', 'einmal', 'albern')",1
"('auf', 'einmal', 'albern', 'es')",1
"('einmal', 'albern', 'es', 'gab')",1
"('albern', 'es', 'gab', 'auf')",1
"('es', 'gab', 'auf', 'einem')",1
"('gab', 'auf', 'einem', 'stern')",1
"('auf', 'einem', 'stern', 'auf')",1
"('einem', 'stern', 'auf', 'einem')",1
"('stern', 'auf', 'einem', 'planeten')",1
"('auf', 'einem', 'planeten', 'auf')",1
"('einem', 'planeten', 'auf', 'meinem')",1
"('planeten', 'auf', 'meinem', 'planeten')",1
"('auf', 'meinem', 'planeten', 'der')",1
"('meinem', 'planeten', 'der', 'erde')",1
"('planeten', 'der', 'erde', 'einen')",1
"('der', 'erde', 'einen', 'kleinen')",1
"('erde', 'einen', 'kleinen', 'prinzen')",1
"('einen', 'kleinen', 'prinzen', 'zu')",1
"('kleinen', 'prinzen', 'zu', 'trösten')",1
"('prinzen', 'zu', 'trösten', 'ich')",1
"('zu', 'trösten', 'ich', 'nahm')",1
"('trösten', 'ich', 'nahm', 'ihn')",1
"('ich', 'nahm', 'ihn', 'in')",1
"('nahm', 'ihn', 'in', 'die')",1
"('ihn', 'in', 'die', 'arme')",1
"('in', 'die', 'arme', 'ich')",1
"('die', 'arme', 'ich', 'wiegte')",1
"('arme', 'ich', 'wiegte', 'ihn')",1
"('ich', 'wiegte', 'ihn', 'ich')",1
"('wiegte', 'ihn', 'ich', 'sagte')",1
"('ihn', 'ich', 'sagte', 'zu')",1
"('ich', 'sagte', 'zu', 'ihm')",1
"('sagte', 'zu', 'ihm', 'deine')",1
"('zu', 'ihm', 'deine', 'geliebte')",1
"('ihm', 'deine', 'geliebte', 'blume')",1
"('deine', 'geliebte', 'blume', 'ist')",1
"('geliebte', 'blume', 'ist', 'nicht')",1
"('blume', 'ist', 'nicht', 'in')",1
"('ist', 'nicht', 'in', 'gefahr')",1
"('nicht', 'in', 'gefahr', 'ich')",1
"('in', 'gefahr', 'ich', 'werde')",1
"('gefahr', 'ich', 'werde', 'deinem')",1
"('ich', 'werde', 'deinem', 'schaf')",1
"('werde', 'deinem', 'schaf', 'einen')",1
"('deinem', 'schaf', 'einen', 'maulkorb')",1
"('schaf', 'einen', 'maulkorb', 'zeichnen')",1
"('einen', 'maulkorb', 'zeichnen', 'ich')",1
"('maulkorb', 'zeichnen', 'ich', 'zeichne')",1
"('zeichnen', 'ich', 'zeichne', 'dir')",1
"('ich', 'zeichne', 'dir', 'eine')",1
"('zeichne', 'dir', 'eine', 'rüstung')",1
"('dir', 'eine', 'rüstung', 'für')",1
"('eine', 'rüstung', 'für', 'deine')",1
"('rüstung', 'für', 'deine', 'blume')",1
"('für', 'deine', 'blume', 'ich')",1
"('deine', 'blume', 'ich', 'ich')",1
"('blume', 'ich', 'ich', 'wusste')",1
"('ich', 'ich', 'wusste', 'wirklich')",1
"('ich', 'wusste', 'wirklich', 'nicht')",1
"('wusste', 'wirklich', 'nicht', 'was')",1
"('wirklich', 'nicht', 'was', 'ich')",1
"('nicht', 'was', 'ich', 'sagen')",1
"('was', 'ich', 'sagen', 'sollte')",1
"('ich', 'sagen', 'sollte', 'ich')",1
"('sagen', 'sollte', 'ich', 'fühlte')",1
"('sollte', 'ich', 'fühlte', 'mich')",1
"('ich', 'fühlte', 'mich', 'sehr')",1
"('fühlte', 'mich', 'sehr', 'schlecht')",1
"('mich', 'sehr', 'schlecht', 'ich')",1
"('sehr', 'schlecht', 'ich', 'wusste')",1
"('schlecht', 'ich', 'wusste', 'nicht')",1
"('ich', 'wusste', 'nicht', 'wie')",1
"('wusste', 'nicht', 'wie', 'ich')",1
"('nicht', 'wie', 'ich', 'ihm')",1
"('wie', 'ich', 'ihm', 'näher')",1
"('ich', 'ihm', 'näher', 'komme')",1
"('ihm', 'näher', 'komme', 'wie')",1
"('näher', 'komme', 'wie', 'ich')",1
"('komme', 'wie', 'ich', 'ihm')",1
"('wie', 'ich', 'ihm', 'beistehen')",1
"('ich', 'ihm', 'beistehen', 'konnte')",1
"('ihm', 'beistehen', 'konnte', 'das')",1
"('beistehen', 'konnte', 'das', 'land')",1
"('konnte', 'das', 'land', 'der')",1
"('das', 'land', 'der', 'tränen')",1
"('land', 'der', 'tränen', 'ist')",1
"('der', 'tränen', 'ist', 'voller')",1
"('tränen', 'ist', 'voller', 'geheimnisse')",1
"('ist', 'voller', 'geheimnisse', 'schon')",1
"('voller', 'geheimnisse', 'schon', 'bald')",1
"('geheimnisse', 'schon', 'bald', 'lernte')",1
"('schon', 'bald', 'lernte', 'ich')",1
"('bald', 'lernte', 'ich', 'jene')",1
"('lernte', 'ich', 'jene', 'blume')",1
"('ich', 'jene', 'blume', 'besser')",1
"('jene', 'blume', 'besser', 'kennen')",1
"('blume', 'besser', 'kennen', 'auf')",1
"('besser', 'kennen', 'auf', 'dem')",1
"('kennen', 'auf', 'dem', 'planeten')",1
"('des', 'kleinen', 'prinzen', 'hatte')",1
"('kleinen', 'prinzen', 'hatte', 'es')",1
"('prinzen', 'hatte', 'es', 'schon')",1
"('hatte', 'es', 'schon', 'immer')",1
"('es', 'schon', 'immer', 'blumen')",1
"('schon', 'immer', 'blumen', 'gegeben')",1
"('immer', 'blumen', 'gegeben', 'sehr')",1
"('blumen', 'gegeben', 'sehr', 'einfache')",1
"('gegeben', 'sehr', 'einfache', 'verziert')",1
"('sehr', 'einfache', 'verziert', 'nur')",1
"('einfache', 'verziert', 'nur', 'mit')",1
"('verziert', 'nur', 'mit', 'einem')",1
"('nur', 'mit', 'einem', 'kranz')",1
"('mit', 'einem', 'kranz', 'von')",1
"('einem', 'kranz', 'von', 'blütenblättern')",1
"('kranz', 'von', 'blütenblättern', 'sie')",1
"('von', 'blütenblättern', 'sie', 'waren')",1
"('blütenblättern', 'sie', 'waren', 'kaum')",1
"('sie', 'waren', 'kaum', 'zu')",1
"('waren', 'kaum', 'zu', 'bemerken')",1
"('kaum', 'zu', 'bemerken', 'und')",1
"('zu', 'bemerken', 'und', 'sie')",1
"('bemerken', 'und', 'sie', 'störten')",1
"('und', 'sie', 'störten', 'niemanden')",1
"('sie', 'störten', 'niemanden', 'sie')",1
"('störten', 'niemanden', 'sie', 'sprossen')",1
"('niemanden', 'sie', 'sprossen', 'eines')",1
"('sie', 'sprossen', 'eines', 'morgens')",1
"('sprossen', 'eines', 'morgens', 'aus')",1
"('eines', 'morgens', 'aus', 'dem')",1
"('morgens', 'aus', 'dem', 'gras')",1
"('aus', 'dem', 'gras', 'und')",1
"('dem', 'gras', 'und', 'am')",1
"('gras', 'und', 'am', 'abend')",1
"('und', 'am', 'abend', 'waren')",1
"('am', 'abend', 'waren', 'sie')",1
"('abend', 'waren', 'sie', 'wieder')",1
"('waren', 'sie', 'wieder', 'verschwunden')",1
"('sie', 'wieder', 'verschwunden', 'doch')",1
"('wieder', 'verschwunden', 'doch', 'eines')",1
"('verschwunden', 'doch', 'eines', 'tages')",1
"('doch', 'eines', 'tages', 'keimte')",1
"('eines', 'tages', 'keimte', 'ein')",1
"('tages', 'keimte', 'ein', 'spross')",1
"('keimte', 'ein', 'spross', 'aus')",1
"('ein', 'spross', 'aus', 'einem')",1
"('spross', 'aus', 'einem', 'samen')",1
"('aus', 'einem', 'samen', 'von')",1
"('einem', 'samen', 'von', 'dem')",1
"('samen', 'von', 'dem', 'keiner')",1
"('von', 'dem', 'keiner', 'wusste')",1
"('dem', 'keiner', 'wusste', 'woher')",1
"('keiner', 'wusste', 'woher', 'er')",1
"('wusste', 'woher', 'er', 'kam')",1
"('woher', 'er', 'kam', 'und')",1
"('er', 'kam', 'und', 'der')",1
"('kam', 'und', 'der', 'kleine')",1
"('der', 'kleine', 'prinz', 'überwachte')",1
"('kleine', 'prinz', 'überwachte', 'ganz')",1
"('prinz', 'überwachte', 'ganz', 'genau')",1
"('überwachte', 'ganz', 'genau', 'diesen')",1
"('ganz', 'genau', 'diesen', 'kleinen')",1
"('genau', 'diesen', 'kleinen', 'halm')",1
"('diesen', 'kleinen', 'halm', 'der')",1
"('kleinen', 'halm', 'der', 'nicht')",1
"('halm', 'der', 'nicht', 'so')",1
"('der', 'nicht', 'so', 'aussah')",1
"('nicht', 'so', 'aussah', 'wie')",1
"('so', 'aussah', 'wie', 'die')",1
"('aussah', 'wie', 'die', 'anderen')",1
"('wie', 'die', 'anderen', 'das')",1
"('die', 'anderen', 'das', 'konnte')",1
"('anderen', 'das', 'konnte', 'eine')",1
"('das', 'konnte', 'eine', 'neue')",1
"('konnte', 'eine', 'neue', 'art')",1
"('eine', 'neue', 'art', 'des')",1
"('neue', 'art', 'des', 'affenbrotbaumes')",1
"('art', 'des', 'affenbrotbaumes', 'sein')",1
"('des', 'affenbrotbaumes', 'sein', 'doch')",1
"('affenbrotbaumes', 'sein', 'doch', 'bald')",1
"('sein', 'doch', 'bald', 'schon')",1
"('doch', 'bald', 'schon', 'hörte')",1
"('bald', 'schon', 'hörte', 'der')",1
"('schon', 'hörte', 'der', 'strauch')",1
"('hörte', 'der', 'strauch', 'auf')",1
"('der', 'strauch', 'auf', 'zu')",1
"('strauch', 'auf', 'zu', 'wachsen')",1
"('auf', 'zu', 'wachsen', 'und')",1
"('zu', 'wachsen', 'und', 'eine')",1
"('wachsen', 'und', 'eine', 'blüte')",1
"('und', 'eine', 'blüte', 'gedieh')",1
"('eine', 'blüte', 'gedieh', 'heran')",1
"('blüte', 'gedieh', 'heran', 'der')",1
"('gedieh', 'heran', 'der', 'kleine')",1
"('heran', 'der', 'kleine', 'prinz')",1
"('kleine', 'prinz', 'sah', 'zu')",1
"('prinz', 'sah', 'zu', 'wie')",1
"('sah', 'zu', 'wie', 'eine')",1
"('zu', 'wie', 'eine', 'enorme')",1
"('wie', 'eine', 'enorme', 'knospe')",1
"('eine', 'enorme', 'knospe', 'keimte')",1
"('enorme', 'knospe', 'keimte', 'und')",1
"('knospe', 'keimte', 'und', 'er')",1
"('keimte', 'und', 'er', 'fühlte')",1
"('und', 'er', 'fühlte', 'es')",1
"('er', 'fühlte', 'es', 'würde')",1
"('fühlte', 'es', 'würde', 'etwas')",1
"('es', 'würde', 'etwas', 'zauberhaftes')",1
"('würde', 'etwas', 'zauberhaftes', 'daraus')",1
"('etwas', 'zauberhaftes', 'daraus', 'erwachsen')",1
"('zauberhaftes', 'daraus', 'erwachsen', 'doch')",1
"('daraus', 'erwachsen', 'doch', 'die')",1
"('erwachsen', 'doch', 'die', 'blume')",1
"('doch', 'die', 'blume', 'wurde')",1
"('die', 'blume', 'wurde', 'und')",1
"('blume', 'wurde', 'und', 'wurde')",1
"('wurde', 'und', 'wurde', 'nicht')",1
"('und', 'wurde', 'nicht', 'fertig')",1
"('wurde', 'nicht', 'fertig', 'damit')",1
"('nicht', 'fertig', 'damit', 'sich')",1
"('fertig', 'damit', 'sich', 'im')",1
"('damit', 'sich', 'im', 'schutze')",1
"('sich', 'im', 'schutze', 'ihrer')",1
"('im', 'schutze', 'ihrer', 'grünen')",1
"('schutze', 'ihrer', 'grünen', 'kammer')",1
"('ihrer', 'grünen', 'kammer', 'herauszuputzen')",1
"('grünen', 'kammer', 'herauszuputzen', 'sorgfältig')",1
"('kammer', 'herauszuputzen', 'sorgfältig', 'wählte')",1
"('herauszuputzen', 'sorgfältig', 'wählte', 'sie')",1
"('sorgfältig', 'wählte', 'sie', 'ihre')",1
"('wählte', 'sie', 'ihre', 'farben')",1
"('sie', 'ihre', 'farben', 'aus')",1
"('ihre', 'farben', 'aus', 'langsam')",1
"('farben', 'aus', 'langsam', 'zog')",1
"('aus', 'langsam', 'zog', 'sie')",1
"('langsam', 'zog', 'sie', 'sich')",1
"('zog', 'sie', 'sich', 'an')",1
"('sie', 'sich', 'an', 'und')",1
"('sich', 'an', 'und', 'rückte')",1
"('an', 'und', 'rückte', 'ihre')",1
"('und', 'rückte', 'ihre', 'blütenblätter')",1
"('rückte', 'ihre', 'blütenblätter', 'eines')",1
"('ihre', 'blütenblätter', 'eines', 'nach')",1
"('blütenblätter', 'eines', 'nach', 'dem')",1
"('eines', 'nach', 'dem', 'anderen')",1
"('nach', 'dem', 'anderen', 'zurecht')",1
"('dem', 'anderen', 'zurecht', 'sie')",1
"('anderen', 'zurecht', 'sie', 'wollte')",1
"('zurecht', 'sie', 'wollte', 'nicht')",1
"('sie', 'wollte', 'nicht', 'ganz')",1
"('wollte', 'nicht', 'ganz', 'zerknittert')",1
"('nicht', 'ganz', 'zerknittert', 'herauskommen')",1
"('ganz', 'zerknittert', 'herauskommen', 'wie')",1
"('zerknittert', 'herauskommen', 'wie', 'die')",1
"('herauskommen', 'wie', 'die', 'mohnblumen')",1
"('wie', 'die', 'mohnblumen', 'sie')",1
"('die', 'mohnblumen', 'sie', 'wollte')",1
"('mohnblumen', 'sie', 'wollte', 'nur')",1
"('sie', 'wollte', 'nur', 'in')",1
"('wollte', 'nur', 'in', 'voller')",1
"('nur', 'in', 'voller', 'schönheit')",1
"('in', 'voller', 'schönheit', 'aufblühen')",1
"('voller', 'schönheit', 'aufblühen', 'oh')",1
"('schönheit', 'aufblühen', 'oh', 'ja')",1
"('aufblühen', 'oh', 'ja', 'sie')",1
"('oh', 'ja', 'sie', 'war')",1
"('ja', 'sie', 'war', 'sehr')",1
