quadrigram,freq
"('nichts', 'nach', 'einem', 'kurzen')",1
"('nach', 'einem', 'kurzen', 'schweigen')",1
"('einem', 'kurzen', 'schweigen', 'sagte')",1
"('kurzen', 'schweigen', 'sagte', 'der')",1
"('schweigen', 'sagte', 'der', 'kleine')",1
"('kleine', 'prinz', 'du', 'hast')",1
"('prinz', 'du', 'hast', 'gutes')",1
"('du', 'hast', 'gutes', 'gift')",1
"('hast', 'gutes', 'gift', 'bist')",1
"('gutes', 'gift', 'bist', 'du')",1
"('gift', 'bist', 'du', 'sicher')",1
"('bist', 'du', 'sicher', 'mich')",1
"('du', 'sicher', 'mich', 'nicht')",1
"('sicher', 'mich', 'nicht', 'lange')",1
"('mich', 'nicht', 'lange', 'leiden')",1
"('nicht', 'lange', 'leiden', 'zu')",1
"('lange', 'leiden', 'zu', 'lassen')",1
"('leiden', 'zu', 'lassen', 'ich')",1
"('zu', 'lassen', 'ich', 'blieb')",1
"('lassen', 'ich', 'blieb', 'stehen')",1
"('ich', 'blieb', 'stehen', 'das')",1
"('blieb', 'stehen', 'das', 'herz')",1
"('stehen', 'das', 'herz', 'zog')",1
"('das', 'herz', 'zog', 'sich')",1
"('herz', 'zog', 'sich', 'in')",1
"('zog', 'sich', 'in', 'mir')",1
"('sich', 'in', 'mir', 'zusammen')",1
"('in', 'mir', 'zusammen', 'aber')",1
"('mir', 'zusammen', 'aber', 'noch')",1
"('zusammen', 'aber', 'noch', 'immer')",1
"('aber', 'noch', 'immer', 'verstand')",1
"('noch', 'immer', 'verstand', 'ich')",1
"('immer', 'verstand', 'ich', 'nicht')",1
"('verstand', 'ich', 'nicht', 'verschwinde')",1
"('ich', 'nicht', 'verschwinde', 'jetzt')",1
"('nicht', 'verschwinde', 'jetzt', 'sagte')",1
"('verschwinde', 'jetzt', 'sagte', 'er')",1
"('jetzt', 'sagte', 'er', 'ich')",1
"('sagte', 'er', 'ich', 'will')",1
"('er', 'ich', 'will', 'hier')",1
"('ich', 'will', 'hier', 'wieder')",1
"('will', 'hier', 'wieder', 'runter')",1
"('hier', 'wieder', 'runter', 'so')",1
"('wieder', 'runter', 'so', 'senkte')",1
"('runter', 'so', 'senkte', 'ich')",1
"('so', 'senkte', 'ich', 'selbst')",1
"('senkte', 'ich', 'selbst', 'die')",1
"('ich', 'selbst', 'die', 'augen')",1
"('selbst', 'die', 'augen', 'hinab')",1
"('die', 'augen', 'hinab', 'an')",1
"('augen', 'hinab', 'an', 'den')",1
"('hinab', 'an', 'den', 'fuß')",1
"('an', 'den', 'fuß', 'der')",1
"('den', 'fuß', 'der', 'mauer')",1
"('fuß', 'der', 'mauer', 'und')",1
"('der', 'mauer', 'und', 'sprang')",1
"('mauer', 'und', 'sprang', 'zur')",1
"('und', 'sprang', 'zur', 'seite')",1
"('sprang', 'zur', 'seite', 'da')",1
"('zur', 'seite', 'da', 'war')",1
"('seite', 'da', 'war', 'eine')",1
"('da', 'war', 'eine', 'dieser')",1
"('war', 'eine', 'dieser', 'gelben')",1
"('eine', 'dieser', 'gelben', 'schlangen')",1
"('dieser', 'gelben', 'schlangen', 'die')",1
"('gelben', 'schlangen', 'die', 'euch')",1
"('schlangen', 'die', 'euch', 'in')",1
"('die', 'euch', 'in', 'dreißig')",1
"('euch', 'in', 'dreißig', 'sekunden')",1
"('in', 'dreißig', 'sekunden', 'töten')",1
"('dreißig', 'sekunden', 'töten', 'und')",1
"('sekunden', 'töten', 'und', 'sie')",1
"('töten', 'und', 'sie', 'reckte')",1
"('und', 'sie', 'reckte', 'sich')",1
"('sie', 'reckte', 'sich', 'dem')",1
"('reckte', 'sich', 'dem', 'kleinen')",1
"('sich', 'dem', 'kleinen', 'prinzen')",1
"('dem', 'kleinen', 'prinzen', 'entgegen')",1
"('kleinen', 'prinzen', 'entgegen', 'ich')",1
"('prinzen', 'entgegen', 'ich', 'wühlte')",1
"('entgegen', 'ich', 'wühlte', 'in')",1
"('ich', 'wühlte', 'in', 'meiner')",1
"('wühlte', 'in', 'meiner', 'tasche')",1
"('in', 'meiner', 'tasche', 'nach')",1
"('meiner', 'tasche', 'nach', 'meinem')",1
"('tasche', 'nach', 'meinem', 'revolver')",1
"('nach', 'meinem', 'revolver', 'ich')",1
"('meinem', 'revolver', 'ich', 'begann')",1
"('revolver', 'ich', 'begann', 'zu')",1
"('ich', 'begann', 'zu', 'rennen')",1
"('begann', 'zu', 'rennen', 'aber')",1
"('zu', 'rennen', 'aber', 'durch')",1
"('rennen', 'aber', 'durch', 'den')",1
"('aber', 'durch', 'den', 'lärm')",1
"('durch', 'den', 'lärm', 'den')",1
"('den', 'lärm', 'den', 'ich')",1
"('lärm', 'den', 'ich', 'machte')",1
"('den', 'ich', 'machte', 'ließ')",1
"('ich', 'machte', 'ließ', 'sich')",1
"('machte', 'ließ', 'sich', 'die')",1
"('ließ', 'sich', 'die', 'schlange')",1
"('sich', 'die', 'schlange', 'sanft')",1
"('die', 'schlange', 'sanft', 'in')",1
"('schlange', 'sanft', 'in', 'den')",1
"('sanft', 'in', 'den', 'sand')",1
"('in', 'den', 'sand', 'gleiten')",1
"('den', 'sand', 'gleiten', 'wie')",1
"('sand', 'gleiten', 'wie', 'ein')",1
"('gleiten', 'wie', 'ein', 'wasserstrahl')",1
"('wie', 'ein', 'wasserstrahl', 'der')",1
"('ein', 'wasserstrahl', 'der', 'versiegt')",1
"('wasserstrahl', 'der', 'versiegt', 'und')",1
"('der', 'versiegt', 'und', 'ganz')",1
"('versiegt', 'und', 'ganz', 'ohne')",1
"('und', 'ganz', 'ohne', 'eile')",1
"('ganz', 'ohne', 'eile', 'schlüpfte')",1
"('ohne', 'eile', 'schlüpfte', 'sie')",1
"('eile', 'schlüpfte', 'sie', 'zwischen')",1
"('schlüpfte', 'sie', 'zwischen', 'die')",1
"('sie', 'zwischen', 'die', 'steine')",1
"('zwischen', 'die', 'steine', 'und')",1
"('die', 'steine', 'und', 'klirrte')",1
"('steine', 'und', 'klirrte', 'dabei')",1
"('und', 'klirrte', 'dabei', 'wie')",1
"('klirrte', 'dabei', 'wie', 'metall')",1
"('dabei', 'wie', 'metall', 'gerade')",1
"('wie', 'metall', 'gerade', 'rechtzeitig')",1
"('metall', 'gerade', 'rechtzeitig', 'schaffte')",1
"('gerade', 'rechtzeitig', 'schaffte', 'ich')",1
"('rechtzeitig', 'schaffte', 'ich', 'es')",1
"('schaffte', 'ich', 'es', 'zur')",1
"('ich', 'es', 'zur', 'mauer')",1
"('es', 'zur', 'mauer', 'um')",1
"('zur', 'mauer', 'um', 'meinen')",1
"('mauer', 'um', 'meinen', 'kleinen')",1
"('um', 'meinen', 'kleinen', 'kerl')",1
"('meinen', 'kleinen', 'kerl', 'von')",1
"('kleinen', 'kerl', 'von', 'einem')",1
"('kerl', 'von', 'einem', 'prinzen')",1
"('von', 'einem', 'prinzen', 'der')",1
"('einem', 'prinzen', 'der', 'bleich')",1
"('prinzen', 'der', 'bleich', 'wie')",1
"('der', 'bleich', 'wie', 'schnee')",1
"('bleich', 'wie', 'schnee', 'war')",1
"('wie', 'schnee', 'war', 'in')",1
"('schnee', 'war', 'in', 'die')",1
"('war', 'in', 'die', 'arme')",1
"('in', 'die', 'arme', 'zu')",1
"('die', 'arme', 'zu', 'nehmen')",1
"('arme', 'zu', 'nehmen', 'was')",1
"('zu', 'nehmen', 'was', 'ist')",1
"('nehmen', 'was', 'ist', 'das')",1
"('ist', 'das', 'für', 'eine')",1
"('das', 'für', 'eine', 'geschichte')",1
"('für', 'eine', 'geschichte', 'sprichst')",1
"('eine', 'geschichte', 'sprichst', 'du')",1
"('geschichte', 'sprichst', 'du', 'jetzt')",1
"('sprichst', 'du', 'jetzt', 'mit')",1
"('du', 'jetzt', 'mit', 'schlangen')",1
"('jetzt', 'mit', 'schlangen', 'ich')",1
"('mit', 'schlangen', 'ich', 'hatte')",1
"('schlangen', 'ich', 'hatte', 'ihm')",1
"('ich', 'hatte', 'ihm', 'seinen')",1
"('hatte', 'ihm', 'seinen', 'goldenen')",1
"('ihm', 'seinen', 'goldenen', 'schal')",1
"('seinen', 'goldenen', 'schal', 'abgebunden')",1
"('goldenen', 'schal', 'abgebunden', 'ich')",1
"('schal', 'abgebunden', 'ich', 'habe')",1
"('abgebunden', 'ich', 'habe', 'ihm')",1
"('ich', 'habe', 'ihm', 'wasser')",1
"('habe', 'ihm', 'wasser', 'an')",1
"('ihm', 'wasser', 'an', 'die')",1
"('wasser', 'an', 'die', 'schläfen')",1
"('an', 'die', 'schläfen', 'getupft')",1
"('die', 'schläfen', 'getupft', 'und')",1
"('schläfen', 'getupft', 'und', 'ihm')",1
"('getupft', 'und', 'ihm', 'zu')",1
"('und', 'ihm', 'zu', 'trinken')",1
"('ihm', 'zu', 'trinken', 'gegeben')",1
"('zu', 'trinken', 'gegeben', 'und')",1
"('trinken', 'gegeben', 'und', 'dann')",1
"('gegeben', 'und', 'dann', 'traute')",1
"('und', 'dann', 'traute', 'ich')",1
"('dann', 'traute', 'ich', 'mich')",1
"('traute', 'ich', 'mich', 'nicht')",1
"('ich', 'mich', 'nicht', 'ihn')",1
"('mich', 'nicht', 'ihn', 'noch')",1
"('nicht', 'ihn', 'noch', 'etwas')",1
"('ihn', 'noch', 'etwas', 'zu')",1
"('noch', 'etwas', 'zu', 'fragen')",1
"('etwas', 'zu', 'fragen', 'er')",1
"('zu', 'fragen', 'er', 'blickte')",1
"('fragen', 'er', 'blickte', 'mich')",1
"('er', 'blickte', 'mich', 'ernst')",1
"('blickte', 'mich', 'ernst', 'an')",1
"('mich', 'ernst', 'an', 'und')",1
"('ernst', 'an', 'und', 'legte')",1
"('an', 'und', 'legte', 'mir')",1
"('und', 'legte', 'mir', 'seine')",1
"('legte', 'mir', 'seine', 'arme')",1
"('mir', 'seine', 'arme', 'um')",1
"('seine', 'arme', 'um', 'den')",1
"('arme', 'um', 'den', 'hals')",1
"('um', 'den', 'hals', 'ich')",1
"('den', 'hals', 'ich', 'fühlte')",1
"('hals', 'ich', 'fühlte', 'wie')",1
"('ich', 'fühlte', 'wie', 'sein')",1
"('fühlte', 'wie', 'sein', 'herz')",1
"('wie', 'sein', 'herz', 'schlug')",1
"('sein', 'herz', 'schlug', 'wie')",1
"('herz', 'schlug', 'wie', 'das')",1
"('schlug', 'wie', 'das', 'eines')",1
"('wie', 'das', 'eines', 'sterbenden')",1
"('das', 'eines', 'sterbenden', 'vogels')",1
"('eines', 'sterbenden', 'vogels', 'auf')",1
"('sterbenden', 'vogels', 'auf', 'den')",1
"('vogels', 'auf', 'den', 'man')",1
"('auf', 'den', 'man', 'mit')",1
"('den', 'man', 'mit', 'einem')",1
"('man', 'mit', 'einem', 'gewehr')",1
"('mit', 'einem', 'gewehr', 'geschossen')",1
"('einem', 'gewehr', 'geschossen', 'hat')",1
"('gewehr', 'geschossen', 'hat', 'er')",1
"('geschossen', 'hat', 'er', 'sagte')",1
"('hat', 'er', 'sagte', 'ich')",1
"('er', 'sagte', 'ich', 'bin')",1
"('sagte', 'ich', 'bin', 'froh')",1
"('ich', 'bin', 'froh', 'dass')",1
"('bin', 'froh', 'dass', 'du')",1
"('froh', 'dass', 'du', 'den')",1
"('dass', 'du', 'den', 'fehler')",1
"('du', 'den', 'fehler', 'an')",1
"('den', 'fehler', 'an', 'deiner')",1
"('fehler', 'an', 'deiner', 'maschine')",1
"('an', 'deiner', 'maschine', 'finden')",1
"('deiner', 'maschine', 'finden', 'konntest')",1
"('maschine', 'finden', 'konntest', 'du')",1
"('finden', 'konntest', 'du', 'wirst')",1
"('konntest', 'du', 'wirst', 'nach')",1
"('du', 'wirst', 'nach', 'hause')",1
"('wirst', 'nach', 'hause', 'fahren')",1
"('nach', 'hause', 'fahren', 'können')",1
"('hause', 'fahren', 'können', 'woher')",1
"('fahren', 'können', 'woher', 'weißt')",1
"('können', 'woher', 'weißt', 'du')",1
"('woher', 'weißt', 'du', 'das')",1
"('weißt', 'du', 'das', 'gerade')",1
"('du', 'das', 'gerade', 'wollte')",1
"('das', 'gerade', 'wollte', 'ich')",1
"('gerade', 'wollte', 'ich', 'ihm')",1
"('wollte', 'ich', 'ihm', 'sagen')",1
"('ich', 'ihm', 'sagen', 'dass')",1
"('ihm', 'sagen', 'dass', 'mir')",1
"('sagen', 'dass', 'mir', 'die')",1
"('dass', 'mir', 'die', 'reparatur')",1
"('mir', 'die', 'reparatur', 'trotz')",1
"('die', 'reparatur', 'trotz', 'aller')",1
"('reparatur', 'trotz', 'aller', 'hoffnungslosigkeit')",1
"('trotz', 'aller', 'hoffnungslosigkeit', 'gelungen')",1
"('aller', 'hoffnungslosigkeit', 'gelungen', 'war')",1
"('hoffnungslosigkeit', 'gelungen', 'war', 'er')",1
"('gelungen', 'war', 'er', 'erwiderte')",1
"('war', 'er', 'erwiderte', 'nichts')",1
"('er', 'erwiderte', 'nichts', 'auf')",1
"('erwiderte', 'nichts', 'auf', 'meine')",1
"('nichts', 'auf', 'meine', 'frage')",1
"('auf', 'meine', 'frage', 'aber')",1
"('meine', 'frage', 'aber', 'er')",1
"('frage', 'aber', 'er', 'fügte')",1
"('aber', 'er', 'fügte', 'hinzu')",1
"('er', 'fügte', 'hinzu', 'ich')",1
"('fügte', 'hinzu', 'ich', 'kehre')",1
"('hinzu', 'ich', 'kehre', 'heute')",1
"('ich', 'kehre', 'heute', 'auch')",1
"('kehre', 'heute', 'auch', 'nach')",1
"('heute', 'auch', 'nach', 'hause')",1
"('auch', 'nach', 'hause', 'zurück')",1
"('nach', 'hause', 'zurück', 'und')",1
"('hause', 'zurück', 'und', 'dann')",1
"('zurück', 'und', 'dann', 'melancholisch')",1
"('und', 'dann', 'melancholisch', 'das')",1
"('dann', 'melancholisch', 'das', 'ist')",1
"('melancholisch', 'das', 'ist', 'um')",1
"('das', 'ist', 'um', 'einiges')",1
"('ist', 'um', 'einiges', 'weiter')",1
"('um', 'einiges', 'weiter', 'um')",1
"('einiges', 'weiter', 'um', 'einiges')",1
"('weiter', 'um', 'einiges', 'schwieriger')",1
"('um', 'einiges', 'schwieriger', 'ich')",1
"('einiges', 'schwieriger', 'ich', 'fühlte')",1
"('schwieriger', 'ich', 'fühlte', 'dass')",1
"('ich', 'fühlte', 'dass', 'etwas')",1
"('fühlte', 'dass', 'etwas', 'außergewöhnliches')",1
"('dass', 'etwas', 'außergewöhnliches', 'passierte')",1
"('etwas', 'außergewöhnliches', 'passierte', 'ich')",1
"('außergewöhnliches', 'passierte', 'ich', 'hielt')",1
"('passierte', 'ich', 'hielt', 'ihn')",1
"('ich', 'hielt', 'ihn', 'fest')",1
"('hielt', 'ihn', 'fest', 'im')",1
"('ihn', 'fest', 'im', 'arm')",1
"('fest', 'im', 'arm', 'wie')",1
"('im', 'arm', 'wie', 'ein')",1
"('arm', 'wie', 'ein', 'kleines')",1
"('wie', 'ein', 'kleines', 'kind')",1
"('ein', 'kleines', 'kind', 'und')",1
"('kleines', 'kind', 'und', 'dennoch')",1
"('kind', 'und', 'dennoch', 'schien')",1
"('und', 'dennoch', 'schien', 'es')",1
"('dennoch', 'schien', 'es', 'mir')",1
"('schien', 'es', 'mir', 'als')",1
"('es', 'mir', 'als', 'glitt')",1
"('mir', 'als', 'glitt', 'er')",1
"('als', 'glitt', 'er', 'senkrecht')",1
"('glitt', 'er', 'senkrecht', 'in')",1
"('er', 'senkrecht', 'in', 'einen')",1
"('senkrecht', 'in', 'einen', 'abgrund')",1
"('in', 'einen', 'abgrund', 'ohne')",1
"('einen', 'abgrund', 'ohne', 'dass')",1
"('abgrund', 'ohne', 'dass', 'ich')",1
"('ohne', 'dass', 'ich', 'imstande')",1
"('dass', 'ich', 'imstande', 'war')",1
"('ich', 'imstande', 'war', 'ihn')",1
"('imstande', 'war', 'ihn', 'zurückzuhalten')",1
"('war', 'ihn', 'zurückzuhalten', 'sein')",1
"('ihn', 'zurückzuhalten', 'sein', 'ernster')",1
"('zurückzuhalten', 'sein', 'ernster', 'blick')",1
"('sein', 'ernster', 'blick', 'verlor')",1
"('ernster', 'blick', 'verlor', 'sich')",1
"('blick', 'verlor', 'sich', 'weit')",1
"('verlor', 'sich', 'weit', 'weg')",1
"('sich', 'weit', 'weg', 'ich')",1
"('weit', 'weg', 'ich', 'habe')",1
"('weg', 'ich', 'habe', 'dein')",1
"('ich', 'habe', 'dein', 'schaf')",1
"('habe', 'dein', 'schaf', 'ich')",1
"('dein', 'schaf', 'ich', 'habe')",1
"('schaf', 'ich', 'habe', 'die')",1
"('ich', 'habe', 'die', 'kiste')",1
"('habe', 'die', 'kiste', 'für')",1
"('die', 'kiste', 'für', 'das')",1
"('kiste', 'für', 'das', 'schaf')",1
"('für', 'das', 'schaf', 'und')",1
"('das', 'schaf', 'und', 'ich')",1
"('schaf', 'und', 'ich', 'habe')",1
"('und', 'ich', 'habe', 'den')",1
"('ich', 'habe', 'den', 'maulkorb')",1
"('habe', 'den', 'maulkorb', 'und')",1
"('den', 'maulkorb', 'und', 'er')",1
"('maulkorb', 'und', 'er', 'lächelte')",1
"('und', 'er', 'lächelte', 'melancholisch')",1
"('er', 'lächelte', 'melancholisch', 'ich')",1
"('lächelte', 'melancholisch', 'ich', 'wartete')",1
"('melancholisch', 'ich', 'wartete', 'lange')",1
"('ich', 'wartete', 'lange', 'ich')",1
"('wartete', 'lange', 'ich', 'fühlte')",1
"('lange', 'ich', 'fühlte', 'wie')",1
"('ich', 'fühlte', 'wie', 'er')",1
"('fühlte', 'wie', 'er', 'immer')",1
"('wie', 'er', 'immer', 'wärmer')",1
"('er', 'immer', 'wärmer', 'wurde')",1
"('immer', 'wärmer', 'wurde', 'kleiner')",1
"('wärmer', 'wurde', 'kleiner', 'mann')",1
"('wurde', 'kleiner', 'mann', 'du')",1
"('kleiner', 'mann', 'du', 'hattest')",1
"('mann', 'du', 'hattest', 'angst')",1
"('du', 'hattest', 'angst', 'er')",1
"('hattest', 'angst', 'er', 'hatte')",1
"('angst', 'er', 'hatte', 'angst')",1
"('er', 'hatte', 'angst', 'ganz')",1
"('hatte', 'angst', 'ganz', 'sicher')",1
"('angst', 'ganz', 'sicher', 'aber')",1
"('ganz', 'sicher', 'aber', 'er')",1
"('sicher', 'aber', 'er', 'lächelte')",1
"('aber', 'er', 'lächelte', 'sanftmütig')",1
"('er', 'lächelte', 'sanftmütig', 'heute')",1
"('lächelte', 'sanftmütig', 'heute', 'abend')",1
"('sanftmütig', 'heute', 'abend', 'werde')",1
"('heute', 'abend', 'werde', 'ich')",1
"('abend', 'werde', 'ich', 'erst')",1
"('werde', 'ich', 'erst', 'richtig')",1
"('ich', 'erst', 'richtig', 'angst')",1
"('erst', 'richtig', 'angst', 'haben')",1
"('richtig', 'angst', 'haben', 'wieder')",1
"('angst', 'haben', 'wieder', 'erstarrte')",1
"('haben', 'wieder', 'erstarrte', 'ich')",1
"('wieder', 'erstarrte', 'ich', 'war')",1
"('erstarrte', 'ich', 'war', 'gelähmt')",1
"('ich', 'war', 'gelähmt', 'durch')",1
"('war', 'gelähmt', 'durch', 'das')",1
"('gelähmt', 'durch', 'das', 'gefühl')",1
"('durch', 'das', 'gefühl', 'von')",1
"('das', 'gefühl', 'von', 'etwas')",1
"('gefühl', 'von', 'etwas', 'unwiderruflichem')",1
"('von', 'etwas', 'unwiderruflichem', 'und')",1
"('etwas', 'unwiderruflichem', 'und', 'ich')",1
"('unwiderruflichem', 'und', 'ich', 'verstand')",1
"('und', 'ich', 'verstand', 'dass')",1
"('ich', 'verstand', 'dass', 'ich')",1
"('verstand', 'dass', 'ich', 'die')",1
"('dass', 'ich', 'die', 'vorstellung')",1
"('ich', 'die', 'vorstellung', 'nicht')",1
"('die', 'vorstellung', 'nicht', 'ertrug')",1
"('vorstellung', 'nicht', 'ertrug', 'nie')",1
"('nicht', 'ertrug', 'nie', 'wieder')",1
"('ertrug', 'nie', 'wieder', 'dieses')",1
"('nie', 'wieder', 'dieses', 'lachen')",1
"('wieder', 'dieses', 'lachen', 'zu')",1
"('dieses', 'lachen', 'zu', 'hören')",1
"('lachen', 'zu', 'hören', 'es')",1
"('zu', 'hören', 'es', 'war')",1
"('hören', 'es', 'war', 'für')",1
"('es', 'war', 'für', 'mich')",1
"('war', 'für', 'mich', 'wie')",1
"('für', 'mich', 'wie', 'ein')",1
"('mich', 'wie', 'ein', 'brunnen')",1
"('wie', 'ein', 'brunnen', 'in')",1
"('ein', 'brunnen', 'in', 'der')",1
"('brunnen', 'in', 'der', 'wüste')",1
"('in', 'der', 'wüste', 'kleiner')",1
"('der', 'wüste', 'kleiner', 'kerl')",1
"('wüste', 'kleiner', 'kerl', 'ich')",1
"('kleiner', 'kerl', 'ich', 'will')",1
"('kerl', 'ich', 'will', 'dich')",1
"('ich', 'will', 'dich', 'noch')",1
"('will', 'dich', 'noch', 'lachen')",1
"('dich', 'noch', 'lachen', 'hören')",1
"('noch', 'lachen', 'hören', 'aber')",1
"('lachen', 'hören', 'aber', 'er')",1
"('hören', 'aber', 'er', 'sagte')",1
"('aber', 'er', 'sagte', 'in')",1
"('er', 'sagte', 'in', 'dieser')",1
"('sagte', 'in', 'dieser', 'nacht')",1
"('in', 'dieser', 'nacht', 'wird')",1
"('dieser', 'nacht', 'wird', 'es')",1
"('nacht', 'wird', 'es', 'ein')",1
"('wird', 'es', 'ein', 'jahr')",1
"('es', 'ein', 'jahr', 'her')",1
"('ein', 'jahr', 'her', 'sein')",1
"('jahr', 'her', 'sein', 'mein')",1
"('her', 'sein', 'mein', 'stern')",1
"('sein', 'mein', 'stern', 'wird')",1
"('mein', 'stern', 'wird', 'sich')",1
"('stern', 'wird', 'sich', 'genau')",1
"('wird', 'sich', 'genau', 'über')",1
"('sich', 'genau', 'über', 'der')",1
"('genau', 'über', 'der', 'stelle')",1
"('über', 'der', 'stelle', 'befinden')",1
"('der', 'stelle', 'befinden', 'an')",1
"('stelle', 'befinden', 'an', 'der')",1
"('befinden', 'an', 'der', 'ich')",1
"('an', 'der', 'ich', 'im')",1
"('der', 'ich', 'im', 'letzten')",1
"('ich', 'im', 'letzten', 'jahr')",1
"('im', 'letzten', 'jahr', 'heruntergefallen')",1
"('letzten', 'jahr', 'heruntergefallen', 'bin')",1
"('jahr', 'heruntergefallen', 'bin', 'kleiner')",1
"('heruntergefallen', 'bin', 'kleiner', 'kerl')",1
"('bin', 'kleiner', 'kerl', 'ist')",1
"('kleiner', 'kerl', 'ist', 'diese')",1
"('kerl', 'ist', 'diese', 'geschichte')",1
"('ist', 'diese', 'geschichte', 'von')",1
"('diese', 'geschichte', 'von', 'der')",1
"('geschichte', 'von', 'der', 'schlange')",1
"('von', 'der', 'schlange', 'und')",1
"('der', 'schlange', 'und', 'der')",1
"('schlange', 'und', 'der', 'verabredung')",1
"('und', 'der', 'verabredung', 'mit')",1
"('der', 'verabredung', 'mit', 'dem')",1
"('verabredung', 'mit', 'dem', 'stern')",1
"('mit', 'dem', 'stern', 'nicht')",1
"('dem', 'stern', 'nicht', 'nur')",1
"('stern', 'nicht', 'nur', 'ein')",1
"('nicht', 'nur', 'ein', 'böser')",1
"('nur', 'ein', 'böser', 'traum')",1
"('ein', 'böser', 'traum', 'aber')",1
"('böser', 'traum', 'aber', 'er')",1
"('traum', 'aber', 'er', 'antwortete')",1
"('frage', 'er', 'sagte', 'das')",1
"('er', 'sagte', 'das', 'was')",1
"('sagte', 'das', 'was', 'zählt')",1
"('das', 'was', 'zählt', 'sieht')",1
"('was', 'zählt', 'sieht', 'man')",1
"('zählt', 'sieht', 'man', 'nicht')",1
"('sieht', 'man', 'nicht', 'natürlich')",1
"('man', 'nicht', 'natürlich', 'es')",1
"('nicht', 'natürlich', 'es', 'ist')",1
"('so', 'wie', 'mit', 'der')",1
"('wie', 'mit', 'der', 'blume')",1
"('mit', 'der', 'blume', 'wenn')",1
"('der', 'blume', 'wenn', 'du')",1
"('blume', 'wenn', 'du', 'eine')",1
"('wenn', 'du', 'eine', 'blume')",1
"('du', 'eine', 'blume', 'liebst')",1
"('eine', 'blume', 'liebst', 'die')",1
"('blume', 'liebst', 'die', 'auf')",1
"('liebst', 'die', 'auf', 'einem')",1
"('die', 'auf', 'einem', 'stern')",1
"('auf', 'einem', 'stern', 'wächst')",1
"('einem', 'stern', 'wächst', 'ist')",1
"('stern', 'wächst', 'ist', 'es')",1
"('wächst', 'ist', 'es', 'schön')",1
"('ist', 'es', 'schön', 'nachts')",1
"('es', 'schön', 'nachts', 'in')",1
"('schön', 'nachts', 'in', 'den')",1
"('in', 'den', 'himmel', 'zu')",1
"('den', 'himmel', 'zu', 'schauen')",1
"('himmel', 'zu', 'schauen', 'auf')",1
"('zu', 'schauen', 'auf', 'allen')",1
"('schauen', 'auf', 'allen', 'sternen')",1
"('auf', 'allen', 'sternen', 'wachsen')",1
"('allen', 'sternen', 'wachsen', 'blumen')",1
"('sternen', 'wachsen', 'blumen', 'natürlich')",1
"('wachsen', 'blumen', 'natürlich', 'es')",1
"('blumen', 'natürlich', 'es', 'ist')",1
"('so', 'wie', 'mit', 'dem')",1
"('dem', 'wasser', 'was', 'du')",1
"('wasser', 'was', 'du', 'mir')",1
"('was', 'du', 'mir', 'zu')",1
"('du', 'mir', 'zu', 'trinken')",1
"('mir', 'zu', 'trinken', 'gabst')",1
"('zu', 'trinken', 'gabst', 'war')",1
"('trinken', 'gabst', 'war', 'wie')",1
"('gabst', 'war', 'wie', 'musik')",1
"('war', 'wie', 'musik', 'wegen')",1
"('wie', 'musik', 'wegen', 'der')",1
"('musik', 'wegen', 'der', 'rolle')",1
"('wegen', 'der', 'rolle', 'und')",1
"('der', 'rolle', 'und', 'des')",1
"('rolle', 'und', 'des', 'seils')",1
"('und', 'des', 'seils', 'erinnerst')",1
"('des', 'seils', 'erinnerst', 'du')",1
"('seils', 'erinnerst', 'du', 'dich')",1
"('erinnerst', 'du', 'dich', 'es')",1
"('du', 'dich', 'es', 'war')",1
"('dich', 'es', 'war', 'köstlich')",1
"('es', 'war', 'köstlich', 'natürlich')",1
"('war', 'köstlich', 'natürlich', 'du')",1
"('köstlich', 'natürlich', 'du', 'wirst')",1
"('natürlich', 'du', 'wirst', 'nachts')",1
"('du', 'wirst', 'nachts', 'die')",1
"('wirst', 'nachts', 'die', 'sterne')",1
"('nachts', 'die', 'sterne', 'beobachten')",1
"('die', 'sterne', 'beobachten', 'mein')",1
"('sterne', 'beobachten', 'mein', 'stern')",1
"('beobachten', 'mein', 'stern', 'ist')",1
"('mein', 'stern', 'ist', 'so')",1
"('stern', 'ist', 'so', 'klein')",1
"('ist', 'so', 'klein', 'dass')",1
"('so', 'klein', 'dass', 'ich')",1
"('klein', 'dass', 'ich', 'dir')",1
"('dass', 'ich', 'dir', 'nicht')",1
"('ich', 'dir', 'nicht', 'zeigen')",1
"('dir', 'nicht', 'zeigen', 'kann')",1
"('nicht', 'zeigen', 'kann', 'wo')",1
"('zeigen', 'kann', 'wo', 'genau')",1
"('kann', 'wo', 'genau', 'er')",1
"('wo', 'genau', 'er', 'sich')",1
"('genau', 'er', 'sich', 'befindet')",1
"('er', 'sich', 'befindet', 'es')",1
"('sich', 'befindet', 'es', 'ist')",1
"('befindet', 'es', 'ist', 'besser')",1
"('es', 'ist', 'besser', 'so')",1
"('ist', 'besser', 'so', 'mein')",1
"('besser', 'so', 'mein', 'stern')",1
"('so', 'mein', 'stern', 'wird')",1
"('mein', 'stern', 'wird', 'einer')",1
"('stern', 'wird', 'einer', 'der')",1
"('wird', 'einer', 'der', 'sterne')",1
"('einer', 'der', 'sterne', 'für')",1
"('der', 'sterne', 'für', 'dich')",1
"('sterne', 'für', 'dich', 'sein')",1
"('für', 'dich', 'sein', 'so')",1
"('dich', 'sein', 'so', 'wirst')",1
